citingpaperID,citedpaperID,cite_function,num_OCCURRENCES,cross_correlation_feature,negativetimelagged_cross_correlation_feature,timelagged_cross_correlation_feature,window_cross_correlation_feature,window_negativetimelagged_cross_correlation_feature,window_timelagged_cross_correlation_feature,year_difference,citingpaperCitationCount,citedpaperCitationCount,self_cite,similarity,raw_cocitation,cosine_cocitation,jaccard_cocitation,raw_bibcoupling,cosine_bibcoupling,jaccard_bibcoupling,annotate_batch,number_of_shared_author,average_section_citation,average_subsection_citation,average_sentence_citation,min_relative_pos_section,maxminusmin_relative_pos_section,min_relative_pos_subsection,maxminusmin_relative_pos_subsection,min_relative_pos_sentence,maxminusmin_relative_pos_sentence,cite_times_in_Abstract,cite_times_in_Introduction,cite_times_in_Related_Work,cite_times_in_Motivation,cite_times_in_Method,cite_times_in_Experiment,cite_times_in_Evaluation,cite_times_in_Conclusion,cite_times_in_Acknowledgement,key_phrase_1,key_phrase_2,key_phrase_3,key_phrase_4,key_phrase_5,key_phrase_6,key_phrase_7,key_phrase_8
A00-1014,P97-1035,Others,1,0.111151816,-0.549292325,0.699372157,-0.904922897,-0.950586376,-0.973501825,3,79,406,0,0.417617718,3,0.084515425,0.026315789,0,0,0,0,0,1,1,1,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1014,P88-1015,Others,1,\N,0.558789933,\N,-0.578883739,-0.854693484,-0.873570554,12,79,98,0,0.339394826,1,0.052704628,0.024390244,0,0,0,0,0,9,3.5,0.5,0.25,0,0.123077,0,1.60744,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A00-1015,P98-2195,Others,1,\N,\N,\N,\N,\N,\N,2,2,3,0,0.343438512,0,0,0,0,0,0,0,0,0.5,-0.5,-0.5,0.333333,0,0.166667,0,1.84756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1016,A97-1001,Others,2,\N,\N,\N,\N,\N,\N,3,0,66,0,0.020683865,0,0,0,2,0.471404521,0.285714286,0,0,7.66667,3.33333,0.333333,0.333333,0,0.159091,0.123518,1.05303,0.630068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A00-1018,P91-1023,Others,1,\N,\N,\N,-0.974480581,0.871489341,0.669149605,9,13,119,0,0.324140525,0,0,0,1,0.129099445,0.066666667,0,0,6,6,6,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1018,J94-2001,Others,1,\N,\N,\N,0.067481361,-0.862581949,-0.596860609,6,13,452,0,0.081081701,0,0,0,0,0,0,0,0,6,6,6,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1019,P93-1003,Others,1,\N,\N,\N,0.152057184,-0.739600262,-0.640464031,7,11,213,0,0.048218077,0,0,0,0,0,0,0,0,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1019,P97-1061,Others,1,\N,\N,\N,0.387298335,-0.910465468,0.903696114,3,11,63,0,0.227092694,1,0.05976143,0.03030303,4,0.246182982,0.108108108,0,0,1.5,1.5,0,0.25,0,0.6875,0,1.76087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1019,P94-1033,Others,1,\N,\N,\N,0.338061702,-0.410997468,-0.174077656,6,11,41,0,0.139106292,0,0,0,0,0,0,0,0,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1020,W99-0104,Extends,1,\N,\N,\N,0.474341649,-0.9258201,-0.790569415,1,34,20,1,0.296784028,0,0,0,4,0.301511345,0.173913043,0,2,0.5,0.5,-0.5,0.2,0,0.576923,0,1.23721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1020,P98-2143,Others,0,\N,\N,\N,0.81130708,-0.968334257,0.986241383,2,34,273,0,0.408346563,4,0.098176139,0.04040404,4,0.316227766,0.181818182,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
A00-1021,A97-1030,Others,1,0.389626217,0.470149058,0.745195572,0.632962104,-0.864790869,0.931156283,3,53,183,0,0.076023528,0,0,0,0,0,0,0,0,3.5,3.5,-0.5,0.166667,0,0.408451,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1022,A97-1031,Others,2,0.292455942,0.668085934,-0.173756558,-0.916578572,-0.949002881,-0.885936635,3,62,94,0,0.115476629,0,0,0,0,0,0,0,0,9,7,0.333333,0.25,0,0.292683,0,1.88426,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1024,A88-1019,Others,1,\N,\N,\N,\N,\N,\N,12,7,875,0,0.089952542,1,0.033671751,0.003378378,0,0,0,0,0,4,2,-0.5,0.333333,0,0.7625,0,1.456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1024,W98-1111,Others,1,\N,\N,\N,\N,\N,\N,2,7,10,0,0.240890176,0,0,0,0,0,0,0,0,4,2,-0.5,0.333333,0,0.35,0,1.83186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1024,A92-1015,Others,2,\N,\N,\N,\N,\N,\N,8,7,27,0,0.186075294,1,0.182574186,0.083333333,0,0,0,0,0,5.66667,1.66667,0.333333,0.333333,0,0.820895,0,1.83333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1025,P98-1034,Others,1,0.206964163,0.657723077,-0.628280862,-0.832127708,0.918160283,-0.866106671,2,66,62,1,0.048714151,1,0.072739297,0.03030303,1,0.169030851,0.090909091,0,2,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-1025,E99-1011,Others,0,0.133698294,0.626541375,0.685307558,-0.918494012,0.919737585,-0.954116885,1,66,173,0,0.172674523,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
A00-2004,P93-1041,Extends,2,\N,\N,\N,\N,\N,\N,7,1,180,0,0.141694911,15,0.219405194,0.120967742,1,0.140028008,0.052631579,0,0,27,20.3333,4,0.5,0,0.125,0.225,1.55497,0.376703,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-2022,P99-1061,Others,2,0.602739424,0.74728972,0.469869782,0.775314886,0.94611767,0.980286163,1,51,68,1,0.075864085,10,0.363696484,0.222222222,3,0.316227766,0.1875,0,1,15.6667,7.33333,0,0.25,0,0.204301,0.637804,1.54511,0.303468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-2028,P99-1040,Extends,1,0.419478581,0.545538979,0.374328636,0.746611594,0.95751758,-0.9701425,1,86,65,1,0.384064658,6,0.377964473,0.230769231,5,0.625,0.454545455,0,2,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-2036,P98-1035,Others,1,\N,\N,\N,\N,\N,\N,2,4,160,0,0.191496683,0,0,0,0,0,0,0,0,13.5,13.5,0,0.4,0,0.989796,0,1.884,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A00-2036,W97-0301,Others,1,\N,\N,\N,\N,\N,\N,3,4,72,0,0.451867736,0,0,0,0,0,0,0,0,13.5,13.5,0,0.4,0,0.989796,0,1.776,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D08-1001,J02-1002,Others,1,\N,\N,\N,\N,\N,\N,6,8,0,0,0.205459142,1,0.072547625,0.010416667,2,0.248069469,0.125,0,0,0.5,0.5,0.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1002,W07-1431,Others,1,0.261765881,-0.568294379,0.710973406,0.479549435,-0.994260539,0.890463287,1,61,98,0,0.241614883,0,0,0,0,0,0,0,0,5.5,0.5,-0.5,0.25,0,0.37931,0,1.52201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1004,J03-4003,Others,0,-0.454358449,-0.463506792,-0.692952394,-0.869436577,-0.99636026,-0.927451892,5,56,1641,0,0.156673356,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D08-1004,P04-1035,Extends,2,0.197698653,0.545976695,-0.703886187,-0.716216624,0.941560268,-0.939566728,4,56,2268,0,0.111375445,9,0.087148934,0.021791768,1,0.142857143,0.076923077,0,0,5,5,0,0.333333,0,0.0170213,0.570213,1.4142,0.266354,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1004,W02-1011,Others,1,0.006318323,0.601821853,-0.744525112,-0.803900375,0.93275754,-0.937725696,6,56,5093,0,0.226809655,6,0.044183388,0.008522727,0,0,0,0,0,3.5,3.5,0,0.333333,0,0.587234,0,1.53472,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1006,J92-4003,Others,1,\N,\N,\N,\N,\N,\N,16,2,2311,0,0.201459902,0,0,0,0,0,0,0,0,3,3,3,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1006,P96-1041,Others,0,\N,\N,\N,\N,\N,\N,12,2,111,0,0.084242395,0,0,0,1,0.136082763,0.071428571,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D08-1006,P07-1010,Others,2,\N,\N,\N,\N,\N,\N,1,2,44,0,0.323754621,0,0,0,2,0.40824829,0.25,0,0,1,1,-0.333333,0.25,0.125,0.493976,0.0476908,1.08824,0.288576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,J90-1003,Others,1,0.432181344,-0.472586038,0.68586337,0.920973923,0.961044063,0.959606979,18,55,2748,0,0.163077739,5,0.032315281,0.007183908,1,0.102597835,0.043478261,0,0,20,3.5,-0.5,0.25,0,0.0606061,0,1.72727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,P03-1001,Others,1,0.300670033,0.619855058,0.143930998,-0.78974741,0.969247643,-0.99380799,5,55,120,0,0.223381125,0,0,0,0,0,0,0,0,20,1,-0.5,0.25,0,0.805556,0,1.36937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,J03-3005,Others,6,0.574893084,0.680729611,0.46587045,-0.82232646,0.983524179,0.975336725,5,55,308,0,0.350654145,9,0.166666667,0.083333333,3,0.121666066,0.0625,0,0,35,6.71429,2.42857,0.25,0,0.0882353,0.699643,1.1068,0.642253,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,P98-2127,Others,3,0.622162922,0.632041191,0.589057838,0.860712484,0.92232382,0.994509032,10,55,1462,1,0.139641301,4,0.028715366,0.007005254,0,0,0,0,1,30.5,6.25,1.25,0.25,0,0.0882353,0.291075,1.11407,0.567013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,N07-1071,Others,2,0.825465804,0.635374656,0.412741406,0.957466135,0.913570286,0.99099243,1,55,87,0,0.223251583,13,0.306412939,0.178082192,0,0,0,0,0,27,11,-0.333333,0.25,0,0.448276,0.0689655,1.07874,0.656066,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D08-1007,P99-1014,Others,3,0.694200432,0.680746121,0.46770562,0.980779104,0.925565158,-0.938622806,9,55,138,0,0.080301229,16,0.290957187,0.153846154,0,0,0,0,0,30.5,8,2.5,0.25,0,0.103448,0.684431,1.83803,0.0383159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,J05-4002,Others,1,0.327193729,0.313679223,0.808351871,-0.914155759,0.952942784,0.979788597,3,55,126,0,0.149472009,1,0.027777778,0.014084507,6,0.255608594,0.142857143,0,0,20,1,-0.5,0.25,0,0.416667,0,1.79167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1009,W07-1431,Others,2,0.245179523,-0.559427904,0.504643445,0.914906318,-0.863322417,-0.911293587,1,49,98,0,0.516740986,1,0.036514837,0.015625,0,0,0,0,0,19,8.66667,0.666667,0.25,0,0.403846,0.154293,1.39088,0.438136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1010,P06-1077,Extends,4,\N,0.4411033,-0.765961769,0.912044092,0.971106543,-0.913497686,2,26,289,1,0.492290656,6,0.106332181,0.028708134,8,0.417028828,0.258064516,0,3,7.4,4.2,0.2,0.2,0.2,0,0.521739,1.25703,0.634724,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
D08-1016,P05-1022,Others,1,0.862248624,0.833981567,0.821067265,0.969915455,0.986801573,-0.972193389,3,127,826,0,0.343944641,8,0.044718565,0.014209591,1,0.062994079,0.03125,0,0,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1016,P08-1067,Others,1,0.780712064,0.753404384,0.737071428,0.995878501,0.988437992,-0.95484593,0,127,233,0,0.473898753,10,0.100871255,0.04784689,3,0.163663418,0.088235294,0,0,17,13.5,0,0.333333,0,0.0436137,0,1.83505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1016,P05-1010,Others,1,0.92432537,0.763624242,0.779416781,0.987111723,0.945007359,0.955243048,3,127,236,0,0.294193727,2,0.021527789,0.01010101,1,0.065795169,0.032258065,0,0,17,2.5,0.5,0.333333,0,0.881356,0,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1016,P08-1108,Others,1,0.874155691,0.841385137,0.511996321,0.925905525,0.959671148,0.905478948,0,127,197,0,0.188800817,12,0.131094705,0.065217391,4,0.16495722,0.088888889,0,0,17,13.5,0,0.333333,0,0.0747664,0,1.54907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1022,P08-1023,Extends,5,0.971334788,0.749774246,0.816201383,0.995322941,0.977742529,0.957593344,0,113,133,1,0.619834933,52,0.560372158,0.382352941,14,0.655610068,0.482758621,0,2,32.3333,5.5,0.5,0.333333,0,0.2,0.651852,1.25641,0.64359,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
D08-1034,boas-2002-bilingual,Others,1,\N,\N,\N,0.683401149,-0.798520012,0.654462893,6,15,65,0,0.027563971,0,0,0,2,0.210818511,0.095238095,0,0,9.5,5.5,0.5,0.25,0,0.040404,0,1.95357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,J02-3001,Others,1,\N,\N,\N,0.577781841,-0.911824898,0.729689011,6,15,1354,0,0.312533693,5,0.06927095,0.009505703,2,0.105409255,0.055555556,0,0,3.5,3.5,3.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,W05-0630,Others,2,\N,\N,\N,0.601638689,-0.595416199,0.843527392,3,15,31,0,0.454832175,0,0,0,4,0.421637021,0.210526316,0,0,13,6,-0.333333,0.25,0,0.0266667,0.0945455,1,0.6625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,C04-1100,Others,1,\N,\N,\N,0.581730239,0.835942489,0.67987791,4,15,178,0,0.045915314,1,0.042257713,0.015384615,4,0.272165527,0.153846154,0,0,9.5,5.5,0.5,0.25,0,0.040404,0,1.56429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,N04-1032,Others,2,\N,\N,\N,-0.084036581,0.797025506,0.791341877,4,15,78,0,0.308306447,7,0.354458778,0.166666667,3,0.204124145,0.111111111,0,0,13,6,0.333333,0.25,0,0.0707071,0.129293,1.6625,0.0088615,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1034,P03-1002,Others,1,\N,\N,\N,0.966422817,0.846870029,0.89474661,5,15,310,0,0.129041022,1,0.027216553,0.006944444,3,0.25,0.130434783,0,0,9.5,5.5,0.5,0.25,0,0.040404,0,1.77143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,W03-1707,Others,1,\N,\N,\N,0.337515256,0.886702197,-0.930260509,5,15,65,0,0.198874675,4,0.216930458,0.1,1,0.089087081,0.041666667,0,0,9.5,5.5,-0.5,0.25,0,0.111111,0,1.12805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,W04-3212,Others,1,\N,\N,\N,0.654209166,0.727179248,0.848603572,4,15,277,0,0.346643777,2,0.050156986,0.011976048,7,0.412478956,0.259259259,0,0,9.5,5.5,-0.5,0.25,0,0.171717,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,J08-2004,Others,4,\N,\N,\N,0.697405304,-0.820145721,0.800461304,0,15,118,0,0.295539655,9,0.387298335,0.163636364,12,0.384900179,0.2,0,0,15.8,7.4,0.6,0.25,0,0.0707071,0.462626,1.3301,0.618432,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1034,N07-1069,Others,1,\N,\N,\N,-0.615291987,0.71527709,0.587511394,1,15,45,0,0.331720413,0,0,0,1,0.074535599,0.037037037,0,0,9.5,3,-0.5,0.25,0,0.973333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1036,P07-1094,Others,5,0.781096926,0.744892165,0.381150517,0.899756809,-0.92255951,0.957852436,1,84,253,0,0.261105526,23,0.389886515,0.18699187,3,0.40824829,0.25,0,0,5.16667,3,0.333333,0.285714,0.428571,0.0769231,0.571726,1.14876,0.700129,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
D08-1039,W97-1014,Others,2,\N,\N,\N,-0.494550246,0.924473452,\N,11,39,25,1,0.276105647,1,0.075592895,0.032258065,1,0.086386843,0.014705882,0,1,1.33333,1.33333,0.666667,0,0.166667,0.411765,0.213235,1.26611,0.521295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1042,W02-1010,Others,0,\N,\N,\N,\N,\N,\N,6,13,46,0,0.240995654,0,0,0,1,0.115470054,0.052631579,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D08-1066,P08-1024,Others,3,\N,\N,\N,0.503106809,0.470180677,-0.794634066,0,14,101,0,0.48841677,1,0.046524211,0.013888889,5,0.270369035,0.15625,0,0,3,3,0.25,0.375,0.375,0.119048,0.565163,1.09155,0.575117,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
D08-1066,W07-0715,Others,4,\N,\N,\N,0.836428361,-0.666666667,-0.775217091,1,14,18,0,0.440524303,2,0.251976315,0.142857143,7,0.457604315,0.291666667,0,0,4,4,0.4,0.125,0.625,0.0833333,0.766667,1.13333,0.72479,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
D08-1113,N07-1047,Others,1,0.747222783,0.757824373,-0.677546416,0.970561501,0.984731928,-0.952579344,1,79,137,0,0.295992216,7,0.104349839,0.052631579,0,0,0,0,0,3,3,3,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1113,D07-1094,Others,1,\N,\N,\N,\N,\N,\N,1,79,13,0,0.272202368,0,0,0,1,0.182574186,0.0625,0,0,3,3,3,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1003,P98-2127,Others,0,0.63634772,0.8177292,0.588031653,0.825857126,0.888523635,0.953796908,11,68,1462,0,0.19430185,3,0.022842934,0.00528169,1,0.067419986,0.032258065,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1053,N04-4006,Others,2,\N,0.335649882,\N,0.788083041,0.924180995,-0.807706369,5,39,29,0,0.317507063,1,0.19245009,0.090909091,0,0,0,0,0,8,3,0.666667,0.2,0.2,0.638889,0.133838,1.67877,0.0916372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,W07-2012,Others,0,\N,\N,\N,\N,\N,\N,\N,49,\N,\N,\N,0,0,0,0,0,0,0,\N,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,P98-1012,Others,2,0.697984926,0.886385564,0.672491868,0.970179779,0.959200122,-0.936560165,11,49,450,0,0.096565494,3,0.06456467,0.021276596,0,0,0,0,0,15.6667,15.6667,0,0.5,0,0.0769231,0.0650888,1.70115,0.187739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,W07-2024,Others,0,\N,\N,\N,\N,\N,\N,\N,49,\N,\N,\N,0,0,0,0,0,0,0,\N,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,D07-1074,Others,1,0.875495487,-0.769317851,0.829076699,0.99769381,-0.967817576,0.93797902,2,49,884,0,0.155407906,4,0.069119791,0.019047619,2,0.153846154,0.083333333,0,0,11.5,11.5,0,0.5,0,0.0946746,0,1.12925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,N04-1002,Others,0,0.551732973,0.75690288,0.597905813,0.962194788,0.971123245,-0.92790226,5,49,119,0,0.172037228,2,0.087121368,0.043478261,2,0.277350098,0.133333333,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,W07-2041,Others,0,\N,\N,\N,\N,\N,\N,\N,49,\N,\N,\N,0,0,0,0,0,0,0,\N,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,I08-1020,Others,1,\N,\N,\N,\N,\N,\N,1,49,13,0,0.171821628,0,0,0,6,0.628970902,0.428571429,0,0,11.5,11.5,-0.5,0.5,0,0.218935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,L08-1126,Others,0,\N,\N,\N,\N,\N,\N,\N,49,\N,\N,\N,0,0,0,0,0,0,0,\N,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,W07-2069,Others,0,\N,\N,\N,\N,\N,\N,\N,49,\N,\N,\N,0,0,0,0,0,0,0,\N,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1067,D08-1007,Others,2,0.755655519,0.755655519,-0.498826748,0.965834262,-0.995278254,0.923585744,1,74,55,0,0.085476741,7,0.184466197,0.101449275,2,0.108147614,0.057142857,0,0,33,33,1,0.5,0,0.044335,0.881773,1.82394,0.0918813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D09-1067,P07-1028,Others,2,0.685133881,0.749079726,-0.537213111,0.92834442,0.99212214,0.976016261,2,74,123,0,0.335275339,5,0.092529151,0.046296296,1,0.060858062,0.03125,0,0,33,33,1,0.5,0,0.044335,0.881773,1.73239,0.13966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D09-1087,P05-1022,Others,2,0.767742439,0.763005693,0.668167623,0.953028157,0.976784421,0.972104916,4,73,826,0,0.198705158,22,0.15061429,0.041666667,1,0.064549722,0.032258065,0,0,8.33333,3.66667,0.666667,0.4,0,0.115385,0.346154,1.63218,0.0688211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1087,P08-1067,Others,1,0.665345306,0.917241491,0.755470099,0.991299309,0.979850184,0.948840144,1,73,233,0,0.286751428,9,0.111187397,0.047619048,4,0.223606798,0.125,0,0,6,1,0,0.4,0,0.461538,0,1.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1087,D08-1091,Others,1,0.661938422,0.300371991,0.85604665,0.699566384,-0.946909504,0.909810917,1,73,35,0,0.449512195,3,0.119522861,0.055555556,7,0.319504825,0.189189189,0,0,6,1,-0.5,0.4,0,0.5,0,1.45495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,W05-0601,Others,1,\N,0.642230271,\N,0.778498944,-0.947894653,-0.91359543,4,102,30,1,0.223910607,5,0.213980246,0.1,0,0,0,0,1,27.5,4.5,4.5,0.5,0,0.75,0,1.40594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,P06-1117,Others,1,0.018251202,0.741089646,0.446558804,0.955023018,0.947624743,0.978363623,3,102,76,1,0.024803542,3,0.077151675,0.04,1,0.070710678,0.034482759,0,1,1,1,1,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,W04-2403,Others,1,\N,0.414035903,\N,-0.78243459,-0.895787752,\N,5,102,28,1,0.282947586,2,0.089087081,0.038461538,1,0.074535599,0.035714286,0,1,27.5,4.5,4.5,0.5,0,0.75,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,J08-2003,Others,1,0.600055708,0.870115304,0.219066145,0.970234809,-0.962142516,0.9008554,1,102,142,1,0.306080143,10,0.213980246,0.119047619,3,0.12456822,0.065217391,0,1,27.5,4.5,4.5,0.5,0,0.75,0,1.94653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1144,J03-2004,Others,3,\N,\N,\N,\N,\N,\N,6,0,73,0,0.337306345,0,0,0,1,0.09166985,0.043478261,0,0,9.25,8.25,-0.25,0.25,0.25,0.195122,0.737805,1.03846,0.171503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
D09-1160,W08-0804,Others,1,\N,\N,\N,\N,\N,\N,1,10,58,0,0.34491133,0,0,0,0,0,0,0,0,10.5,2,0.5,0.5,0,0.793103,0,1.4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1002,P05-1022,Others,1,0.409737061,0.788774089,-0.817758456,0.95650598,0.999333999,0.972005067,5,37,826,0,0.113158944,11,0.095713711,0.021032505,1,0.066226618,0.033333333,0,0,2,2,0,0.4,0,0.68,0,1.49808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1002,N10-1003,Others,8,0.824074171,0.718977539,-0.630263311,0.999239622,0.965834262,0.921941317,0,37,80,1,0.66311993,8,0.251229717,0.140350877,13,0.56362148,0.382352941,0,1,20.6667,4.55556,0.444444,0.2,0.2,0.133333,0.777778,1,0.882759,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1002,D09-1161,Others,1,0.557994821,0.705001666,-0.784707813,0.841375337,0.957252315,-0.878310066,1,37,44,0,0.223310155,4,0.171184197,0.093023256,8,0.410391341,0.258064516,0,0,2,2,-0.5,0.4,0,0.72,0,1.87766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
