citingpaperid,citedpaperID,cite_function,num_Occur,cross_correlation,window_cross_correlation,year_diff,citingpaper_citation_count,citedpaper_citation_count,self_cite,similarity,jaccard_cocitation,jaccard_bibcoupling,average_section_citation,average_subsection_citation,average_sentence_citation,min_relative_pos_section,maxminusmin_relative_pos_section,min_relative_pos_subsection,maxminusmin_relative_pos_subsection,min_relative_pos_sentence,maxminusmin_relative_pos_sentence,cite_times_in_Abstract,cite_times_in_Introduction,cite_times_in_Related_Work,cite_times_in_Motivation,cite_times_in_Method,cite_times_in_Experiment,cite_times_in_Evaluation,cite_times_in_Conclusion,cite_times_in_Acknowledgement,key_phrase_1,key_phrase_2,key_phrase_3,key_phrase_4,key_phrase_5,key_phrase_6,key_phrase_7,key_phrase_8
A00-2028,P99-1040,Extends,1,0.419478581,0.746611594,1,86,65,1,0.384064658,0.230769231,0.454545455,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-2036,P98-1035,Others,1,\N,\N,2,4,160,0,0.191496683,0,0,13.5,13.5,0,0.4,0,0.989795918,0,1.884,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A00-2036,W97-0301,Others,1,\N,\N,3,4,72,0,0.451867736,0,0,13.5,13.5,0,0.4,0,0.989795918,0,1.776,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D08-1001,J02-1002,Others,1,\N,\N,6,8,0,0,0.205459142,0.010416667,0.125,0.5,0.5,0.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1002,W07-1431,Others,1,0.261765881,0.479549435,1,61,98,0,0.241614883,0,0,5.5,0.5,-0.5,0.25,0,0.379310345,0,1.522012579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1004,J03-4003,Others,0,-0.454358449,-0.869436577,5,56,1641,0,0.156673356,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D08-1004,P04-1035,Extends,2,0.197698653,-0.716216624,4,56,2268,0,0.111375445,0.021791768,0.076923077,5,5,0,0.333333333,0,0.017021277,0.570212766,1.414201183,0.266354372,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1004,W02-1011,Others,1,0.006318323,-0.803900375,6,56,5093,0,0.226809655,0.008522727,0,3.5,3.5,0,0.333333333,0,0.587234043,0,1.534722222,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1006,J92-4003,Others,1,\N,\N,16,2,2311,0,0.201459902,0,0,3,3,3,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1006,P96-1041,Others,0,\N,\N,12,2,111,0,0.084242395,0,0.071428571,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D08-1006,P07-1010,Others,2,\N,\N,1,2,44,0,0.323754621,0,0.25,1,1,-0.333333333,0.25,0.125,0.493975904,0.047690763,1.088235294,0.2885763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,J90-1003,Others,1,0.432181344,0.920973923,18,55,2748,0,0.163077739,0.007183908,0.043478261,20,3.5,-0.5,0.25,0,0.060606061,0,1.727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,P03-1001,Others,1,0.300670033,-0.78974741,5,55,120,0,0.223381125,0,0,20,1,-0.5,0.25,0,0.805555556,0,1.369369369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,J03-3005,Others,6,0.574893084,-0.82232646,5,55,308,0,0.350654145,0.083333333,0.0625,35,6.714285714,2.428571429,0.25,0,0.088235294,0.699643494,1.106796117,0.642253313,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,P98-2127,Others,3,0.622162922,0.860712484,10,55,1462,1,0.139641301,0.007005254,0,30.5,6.25,1.25,0.25,0,0.088235294,0.291075051,1.114068441,0.56701264,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,N07-1071,Others,2,0.825465804,0.957466135,1,55,87,0,0.223251583,0.178082192,0,27,11,-0.333333333,0.25,0,0.448275862,0.068965517,1.078740157,0.656066472,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
D08-1007,P99-1014,Others,3,0.694200432,0.980779104,9,55,138,0,0.080301229,0.153846154,0,30.5,8,2.5,0.25,0,0.103448276,0.684430512,1.838028169,0.038315917,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1007,J05-4002,Others,1,0.327193729,-0.914155759,3,55,126,0,0.149472009,0.014084507,0.142857143,20,1,-0.5,0.25,0,0.416666667,0,1.791666667,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1009,W07-1431,Others,2,0.245179523,0.914906318,1,49,98,0,0.516740986,0.015625,0,19,8.666666667,0.666666667,0.25,0,0.403846154,0.154293381,1.390879479,0.438136065,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1010,P06-1077,Extends,4,\N,0.912044092,2,26,289,1,0.492290656,0.028708134,0.258064516,7.4,4.2,0.2,0.2,0.2,0,0.52173913,1.257028112,0.634724465,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
D08-1016,P05-1022,Others,1,0.862248624,0.969915455,3,127,826,0,0.343944641,0.014209591,0.03125,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1016,P08-1067,Others,1,0.780712064,0.995878501,0,127,233,0,0.473898753,0.04784689,0.088235294,17,13.5,0,0.333333333,0,0.043613707,0,1.835051546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1016,P05-1010,Others,1,0.92432537,0.987111723,3,127,236,0,0.294193727,0.01010101,0.032258065,17,2.5,0.5,0.333333333,0,0.881355932,0,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1016,P08-1108,Others,1,0.874155691,0.925905525,0,127,197,0,0.188800817,0.065217391,0.088888889,17,13.5,0,0.333333333,0,0.074766355,0,1.549071618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1022,P08-1023,Extends,5,0.971334788,0.995322941,0,113,133,1,0.619834933,0.382352941,0.482758621,32.33333333,5.5,0.5,0.333333333,0,0.2,0.651851852,1.256410256,0.643589744,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
D08-1034,boas-2002-bilingual,Others,1,\N,0.683401149,6,15,65,0,0.027563971,0,0.095238095,9.5,5.5,0.5,0.25,0,0.04040404,0,1.953571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,J02-3001,Others,1,\N,0.577781841,6,15,1354,0,0.312533693,0.009505703,0.055555556,3.5,3.5,3.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,W05-0630,Others,2,\N,0.601638689,3,15,31,0,0.454832175,0,0.210526316,13,6,-0.333333333,0.25,0,0.026666667,0.094545455,1,0.6625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,C04-1100,Others,1,\N,0.581730239,4,15,178,0,0.045915314,0.015384615,0.153846154,9.5,5.5,0.5,0.25,0,0.04040404,0,1.564285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,N04-1032,Others,2,\N,-0.084036581,4,15,78,0,0.308306447,0.166666667,0.111111111,13,6,0.333333333,0.25,0,0.070707071,0.129292929,1.6625,0.008861502,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1034,P03-1002,Others,1,\N,0.966422817,5,15,310,0,0.129041022,0.006944444,0.130434783,9.5,5.5,0.5,0.25,0,0.04040404,0,1.771428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,W03-1707,Others,1,\N,0.337515256,5,15,65,0,0.198874675,0.1,0.041666667,9.5,5.5,-0.5,0.25,0,0.111111111,0,1.12804878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,W04-3212,Others,1,\N,0.654209166,4,15,277,0,0.346643777,0.011976048,0.259259259,9.5,5.5,-0.5,0.25,0,0.171717172,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1034,J08-2004,Others,4,\N,0.697405304,0,15,118,0,0.295539655,0.163636364,0.2,15.8,7.4,0.6,0.25,0,0.070707071,0.462626263,1.330097087,0.618432324,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D08-1034,N07-1069,Others,1,\N,-0.615291987,1,15,45,0,0.331720413,0,0.037037037,9.5,3,-0.5,0.25,0,0.973333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1036,P07-1094,Others,5,0.781096926,0.899756809,1,84,253,0,0.261105526,0.18699187,0.25,5.166666667,3,0.333333333,0.285714286,0.428571429,0.076923077,0.571725572,1.148760331,0.700128558,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
D08-1039,W97-1014,Others,2,\N,-0.494550246,11,39,25,1,0.276105647,0.032258065,0.014705882,1.333333333,1.333333333,0.666666667,0,0.166666667,0.411764706,0.213235294,1.266106443,0.521295132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1042,W02-1010,Others,0,\N,\N,6,13,46,0,0.240995654,0,0.052631579,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D08-1066,P08-1024,Others,3,\N,0.503106809,0,14,101,0,0.48841677,0.013888889,0.15625,3,3,0.25,0.375,0.375,0.119047619,0.565162907,1.091549296,0.575117371,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
D08-1066,W07-0715,Others,4,\N,0.836428361,1,14,18,0,0.440524303,0.142857143,0.291666667,4,4,0.4,0.125,0.625,0.083333333,0.766666667,1.133333333,0.724790236,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
D08-1113,N07-1047,Others,1,0.747222783,0.970561501,1,79,137,0,0.295992216,0.052631579,0,3,3,3,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D08-1113,D07-1094,Others,1,\N,\N,1,79,13,0,0.272202368,0,0.0625,3,3,3,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1003,P98-2127,Others,0,0.63634772,0.825857126,11,68,1462,0,0.19430185,0.00528169,0.032258065,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1053,N04-4006,Others,2,\N,0.788083041,5,39,29,0,0.317507063,0.090909091,0,8,3,0.666666667,0.2,0.2,0.638888889,0.133838384,1.67877095,0.091637214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,W07-2012,Others,0,\N,\N,,49,,,,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,P98-1012,Others,2,0.697984926,0.970179779,11,49,450,0,0.096565494,0.021276596,0,15.66666667,15.66666667,0,0.5,0,0.076923077,0.065088757,1.701149425,0.187739464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,W07-2024,Others,0,\N,\N,,49,,,,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,D07-1074,Others,1,0.875495487,0.99769381,2,49,884,0,0.155407906,0.019047619,0.083333333,11.5,11.5,0,0.5,0,0.094674556,0,1.129251701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,N04-1002,Others,0,0.551732973,0.962194788,5,49,119,0,0.172037228,0.043478261,0.133333333,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,W07-2041,Others,0,\N,\N,,49,,,,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,I08-1020,Others,1,\N,\N,1,49,13,0,0.171821628,0,0.428571429,11.5,11.5,-0.5,0.5,0,0.218934911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1056,L08-1126,Others,0,\N,\N,,49,,,,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1056,W07-2069,Others,0,\N,\N,,49,,,,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D09-1067,D08-1007,Others,2,0.755655519,0.965834262,1,74,55,0,0.085476741,0.101449275,0.057142857,33,33,1,0.5,0,0.044334975,0.881773399,1.823943662,0.091881254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D09-1067,P07-1028,Others,2,0.685133881,0.92834442,2,74,123,0,0.335275339,0.046296296,0.03125,33,33,1,0.5,0,0.044334975,0.881773399,1.732394366,0.139659506,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D09-1087,P05-1022,Others,2,0.767742439,0.953028157,4,73,826,0,0.198705158,0.041666667,0.032258065,8.333333333,3.666666667,0.666666667,0.4,0,0.115384615,0.346153846,1.632183908,0.068821117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1087,P08-1067,Others,1,0.665345306,0.991299309,1,73,233,0,0.286751428,0.047619048,0.125,6,1,0,0.4,0,0.461538462,0,1.804597701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1087,D08-1091,Others,1,0.661938422,0.699566384,1,73,35,0,0.449512195,0.055555556,0.189189189,6,1,-0.5,0.4,0,0.5,0,1.454954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,W05-0601,Others,1,\N,0.778498944,4,102,30,1,0.223910607,0.1,0,27.5,4.5,4.5,0.5,0,0.75,0,1.405940594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,P06-1117,Others,1,0.018251202,0.955023018,3,102,76,1,0.024803542,0.04,0.034482759,1,1,1,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,W04-2403,Others,1,\N,-0.78243459,5,102,28,1,0.282947586,0.038461538,0.035714286,27.5,4.5,4.5,0.5,0,0.75,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1143,J08-2003,Others,1,0.600055708,0.970234809,1,102,142,1,0.306080143,0.119047619,0.065217391,27.5,4.5,4.5,0.5,0,0.75,0,1.946534653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D09-1144,J03-2004,Others,3,\N,\N,6,0,73,0,0.337306345,0,0.043478261,9.25,8.25,-0.25,0.25,0.25,0.195121951,0.737804878,1.038461538,0.171502874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
D09-1160,W08-0804,Others,1,\N,\N,1,10,58,0,0.34491133,0,0,10.5,2,0.5,0.5,0,0.793103448,0,1.416403785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1002,P05-1022,Others,1,0.409737061,0.95650598,5,37,826,0,0.113158944,0.021032505,0.033333333,2,2,0,0.4,0,0.68,0,1.498084291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1002,N10-1003,Others,8,0.824074171,0.999239622,0,37,80,1,0.66311993,0.140350877,0.382352941,20.66666667,4.555555556,0.444444444,0.2,0.2,0.133333333,0.777777778,1,0.882758621,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1002,D09-1161,Others,1,0.557994821,0.841375337,1,37,44,0,0.223310155,0.093023256,0.258064516,2,2,-0.5,0.4,0,0.72,0,1.877659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1038,P08-1095,Others,5,\N,0.555869267,2,17,65,0,0.438445656,0.027027027,0.181818182,31.5,8.333333333,0.166666667,0.25,0,0.04494382,0.308902334,1.205607477,0.64054637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1052,D09-1024,Others,1,\N,\N,1,10,25,0,0.159725272,0,0.166666667,16,4,-0.5,0.25,0,0.555555556,0,1.84496124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1052,P07-1090,Extends,1,\N,\N,3,10,25,1,0.516762453,0,0.181818182,16,0.5,-0.5,0.25,0,0,0,1.860962567,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D10-1052,P09-1037,Extends,1,\N,\N,1,10,18,1,0.446255037,0.045454545,0.135135135,16,0.5,-0.5,0.25,0,0.260869565,0,1.883408072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1056,J92-4003,Others,3,0.75334844,0.79462662,18,110,2311,0,0.185661652,0.03511236,0,9.75,9.75,1.75,0.142857143,0.428571429,0.434782609,0.342995169,1.145922747,0.604077253,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D10-1074,W09-3930,Extends,5,\N,\N,1,7,5,1,0.500223995,0.428571429,0.35,9,4,0.166666667,0.25,0,0.306930693,0.547235974,1.083673469,0.726932591,5,0,0,0,0,0,0,0,0,4,0,1,4,5,0,1,0
D10-1100,D09-1143,Others,1,0.667717021,0.599544519,1,29,102,0,0.301751135,0.098039216,0.269230769,6,4,-0.5,0.25,0,0.555555556,0,1.422680412,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
D10-1101,P07-1056,Others,4,0.637229097,0.968034945,3,290,1392,0,0.336327913,0.021917808,0,21.4,5.4,0.2,0.25,0,0.32,0.44,1,0.88317757,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
D10-1101,P07-1034,Others,2,0.536991231,0.94187622,3,290,550,0,0.328450734,0.015625,0,17.66666667,4.333333333,0,0.25,0,0.675675676,0.084324324,1.721030043,0.184984995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D10-1123,D08-1009,Others,1,0.761795862,0.899835643,2,29,49,1,0.313550014,0,0,3,3,3,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,W05-0909,Others,1,-0.37576684,-0.719615296,6,29,1394,0,0.07002716,0,0,16.5,2.5,-0.5,0.333333333,0,0.536585366,0,1.722222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,P10-1124,Others,1,0.664613691,0.630147972,1,29,45,0,0.280559658,0,0,16.5,4,0,0.333333333,0,0.170731707,0,1.773584906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,W06-1615,Others,1,0.193912931,-0.832178332,5,29,1026,1,0.305761716,0,0.048780488,16.5,8,1,0.333333333,0,0.043859649,0,1.725714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,W06-2920,Others,1,0.770098545,0.580779118,5,29,744,0,0.136287582,0.00443459,0.01369863,16.5,2.5,-0.5,0.333333333,0,0.268292683,0,1.837078652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,P07-1036,Others,2,0.875948371,0.872093577,4,29,157,0,0.241387825,0.057142857,0.03030303,22.33333333,8.333333333,0.333333333,0.333333333,0,0.219298246,0.292896876,1.352517986,0.429035412,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,J05-1003,Others,0,0.831458066,0.69590989,6,29,327,0,0.294919832,0,0.042553191,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D11-1138,W02-1001,Others,2,0.576534094,-0.682091754,9,29,1748,0,0.137316776,0.005856515,0.064516129,22.33333333,11,-0.333333333,0.333333333,0,0.333333333,0.394736842,1.393939394,0.529137529,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,W01-0521,Others,1,0.827391816,0.767779479,10,29,255,0,0.159562476,0.01369863,0,16.5,8,1,0.333333333,0,0.043859649,0,1.491428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,P07-1050,Others,1,0.897939588,0.868144978,4,29,41,1,0.431768439,0,0.027777778,16.5,8,-0.5,0.333333333,0,0.973684211,0,1.553191489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,D11-1017,Others,1,0.782687871,0.707952326,0,29,46,1,0.543835273,0.064516129,0.26,16.5,4,-0.5,0.333333333,0,0.37804878,0,1.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,P06-1096,Others,1,0.909365051,0.966689484,5,29,244,0,0.281685409,0.020134228,0.025,16.5,4,-0.5,0.333333333,0,0.463414634,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,J93-2004,Others,1,0.497732419,0.433650893,18,29,5647,0,0.077437622,0.002231147,0,16.5,2.5,-0.5,0.333333333,0,0.292682927,0,1.816793893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,P06-1043,Others,2,0.804383726,0.800248943,5,29,202,0,0.253418496,0.008196721,0.060606061,22.33333333,8.333333333,0.666666667,0.333333333,0,0.043859649,0.370774497,1.433962264,0.148894879,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,D07-1013,Others,1,0.77489324,0.698307999,4,29,232,1,0.181350577,0,0.057142857,16.5,4,-0.5,0.333333333,0,0.085365854,0,1.220532319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,P05-1012,Others,2,0.684714899,-0.575335079,6,29,698,1,0.453385817,0.004576659,0.046511628,22.33333333,11,1.666666667,0.333333333,0,0.385964912,0,1.916129032,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,N10-1120,Others,1,0.187732114,-0.960000451,1,29,243,0,0.166634681,0,0,16.5,8,0.5,0.333333333,0,0.035087719,0,1.502890173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,J08-4003,Others,2,0.39105064,-0.684247217,3,29,302,0,0.045774338,0.019607843,0.078431373,22.33333333,7.333333333,1,0.333333333,0,0.097560976,0.288403937,1.241545894,0.4552283,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,D10-1069,Others,2,0.76522948,0.782193216,1,29,68,1,0.164257426,0.038461538,0.1875,22.33333333,7.333333333,0.666666667,0.333333333,0,0.043859649,0.858579375,1,0.862857143,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,W11-2102,Others,1,0.633576798,0.561951487,0,29,31,1,0.21640429,0.028571429,0.12195122,16.5,2.5,-0.5,0.333333333,0,0.756097561,0,1.736263736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,D07-1003,Others,1,-0.368020667,-0.45592925,4,29,259,0,0.146045778,0.008474576,0.041666667,16.5,8,0.5,0.333333333,0,0.035087719,0,1.248554913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,N09-1028,Others,1,0.789337345,0.77128913,2,29,104,1,0.210094466,0.037974684,0.017857143,16.5,8,0.5,0.333333333,0,0.035087719,0,1.751445087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D11-1138,D08-1059,Others,2,0.41949625,-0.766280759,3,29,161,0,0.224515503,0.029761905,0.11627907,22.33333333,7.333333333,1,0.333333333,0,0.097560976,0.288403937,1.74516129,0.022954652,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1027,D09-1141,Others,4,\N,0.450693909,3,14,57,1,0.593873295,0.083333333,0.126760563,19.8,7,0.8,0.25,0,0.166666667,0.666666667,1.087628866,0.784166006,4,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0
D12-1037,P96-1041,Others,0,\N,-0.770090934,16,18,111,0,0.179330657,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D12-1037,P05-1033,Others,1,\N,0.607839798,7,18,1008,0,0.218861916,0.003395586,0.1875,19.5,13.5,-0.5,0.25,0,0.794701987,0,1.789473684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
D12-1037,D11-1004,Others,2,\N,0.21875,1,18,15,0,0.487765128,0.045454545,0.195121951,26.33333333,12.66666667,3.666666667,0.25,0,0.045454545,0.027393137,1.417553191,0.207446809,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1037,D11-1125,Others,3,\N,0.927713932,1,18,222,0,0.3837647,0.01734104,0.166666667,29.75,12.25,3,0.25,0,0.072847682,0.018061409,1.261780105,0.419070959,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1037,W04-3250,Others,1,\N,0.894970545,8,18,822,0,0.199315462,0.002656042,0.1,19.5,13.5,0,0.25,0,0.78807947,0,1.919191919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1037,C08-1074,Others,0,\N,0.961523948,4,18,41,0,0.469092403,0.052631579,0.130434783,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
D12-1037,P00-1056,Others,1,\N,0.911964927,12,18,930,0,0.111679983,0.001984127,0,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1037,P02-1038,Others,2,\N,0.589167156,10,18,974,0,0.128196429,0.002087683,0.034482759,26.33333333,12.66666667,1.333333333,0.25,0,0.045454545,0.007525587,1,0.007352941,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1037,P03-1021,Others,3,\N,0.878254033,9,18,2362,0,0.480067697,0.003058104,0.066666667,29.75,16.5,3,0.25,0,0.045454545,0.742624925,1.121212121,0.279523173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1037,2003.mtsummit-papers.54,Others,2,\N,\N,9,18,,1,0.185595632,0,0.055555556,26.33333333,12.66666667,-0.333333333,0.25,0,0.272727273,0.217338952,1.279411765,0.362693498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D12-1037,N09-2006,Others,2,\N,-0.790981063,3,18,21,0,0.410576358,0.04,0.08,26.33333333,12.66666667,3.666666667,0.25,0,0.045454545,0.027393137,1.29787234,0.242568836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D12-1084,P10-1100,Extends,1,\N,0.784464541,2,15,78,1,0.251251228,0.016666667,0.024390244,17.5,14,-0.5,0.25,0,0.287671233,0,1.757281553,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
