"2020.acl-main.231","D17-1113","1"
"S10-1060","J07-4004","0.333333"
"D10-1082","P09-2014","0.5"
"P09-2014","D10-1082","0.5"
"P07-1106","P09-2014","0.5"
"P09-2014","P07-1106","0.5"
"D10-1082","J15-3005","0.5"
"J15-3005","D10-1082","0.5"
"J11-1005","J15-3005","0.833333"
"J15-3005","J11-1005","0.833333"
"D10-1116","E03-1071","0.2"
"E03-1071","D10-1116","0.2"
"D10-1116","E12-1075","0.2"
"E12-1075","D10-1116","0.2"
"D11-1106","E03-1071","0.2"
"E03-1071","D11-1106","0.2"
"D11-1106","E12-1075","7.36667"
"E12-1075","D11-1106","7.36667"
"E03-1071","E12-1075","0.2"
"E12-1075","E03-1071","0.2"
"E03-1071","N10-1084","0.2"
"N10-1084","E03-1071","0.2"
"E12-1075","N10-1084","0.2"
"N10-1084","E12-1075","0.2"
"D11-1106","J11-1005","1.16667"
"J11-1005","D11-1106","1.16667"
"D11-1106","J15-3005","2.33333"
"J15-3005","D11-1106","2.33333"
"E12-1075","J15-3005","1.33333"
"J15-3005","E12-1075","1.33333"
"D11-1106","P14-1021","0.333333"
"P14-1021","D11-1106","0.333333"
"E12-1075","P14-1021","0.333333"
"P14-1021","E12-1075","0.333333"
"D13-1147","W15-2701","1"
"W15-2701","D13-1147","1"
"D14-1111","P07-2009","0.333333"
"P07-2009","D14-1111","0.333333"
"E14-1025","P07-2009","0.333333"
"P07-2009","E14-1025","0.333333"
"P07-2009","W14-1406","0.333333"
"W14-1406","P07-2009","0.333333"
"D14-1111","P14-2135","1"
"P14-2135","D14-1111","1"
"D15-1015","D16-1043","1.58333"
"D16-1043","D15-1015","1.58333"
"D15-1015","P15-2020","2.36667"
"P15-2020","D15-1015","2.36667"
"D16-1043","P15-2020","1.58333"
"P15-2020","D16-1043","1.58333"
"D15-1015","P14-2135","4.28333"
"P14-2135","D15-1015","4.28333"
"D15-1015","P16-2031","3.83333"
"P16-2031","D15-1015","3.83333"
"P14-2135","P16-2031","1.91667"
"P16-2031","P14-2135","1.91667"
"D15-1015","N16-1071","0.45"
"N16-1071","D15-1015","0.45"
"D15-1015","W14-1503","0.25"
"W14-1503","D15-1015","0.25"
"N16-1071","P15-2020","0.616667"
"P15-2020","N16-1071","0.616667"
"N16-1071","P16-2031","0.25"
"P16-2031","N16-1071","0.25"
"N16-1071","W14-1503","0.25"
"W14-1503","N16-1071","0.25"
"P15-2020","P16-2031","0.666667"
"P16-2031","P15-2020","0.666667"
"P15-2020","W14-1503","0.25"
"W14-1503","P15-2020","0.25"
"P16-2031","W14-1503","0.25"
"W14-1503","P16-2031","0.25"
"D15-1015","D15-1293","1.7"
"D15-1293","D15-1015","1.7"
"D15-1293","P15-2020","1.86667"
"P15-2020","D15-1293","1.86667"
"D15-1015","P15-2038","0.2"
"P15-2038","D15-1015","0.2"
"D15-1293","N16-1071","0.366667"
"N16-1071","D15-1293","0.366667"
"D15-1293","P14-2135","1.53333"
"P14-2135","D15-1293","1.53333"
"D15-1293","P15-2038","6.7"
"P15-2038","D15-1293","6.7"
"N16-1071","P14-2135","0.2"
"P14-2135","N16-1071","0.2"
"N16-1071","P15-2038","0.566667"
"P15-2038","N16-1071","0.566667"
"P14-2135","P15-2020","1.61667"
"P15-2020","P14-2135","1.61667"
"P14-2135","P15-2038","1.86667"
"P15-2038","P14-2135","1.86667"
"P15-2020","P15-2038","0.366667"
"P15-2038","P15-2020","0.366667"
"D15-1015","D17-1113","0.166667"
"D17-1113","D15-1015","0.166667"
"D15-1015","Q17-1002","0.166667"
"Q17-1002","D15-1015","0.166667"
"D16-1043","D17-1113","0.666667"
"D17-1113","D16-1043","0.666667"
"D16-1043","P14-2135","3.41667"
"P14-2135","D16-1043","3.41667"
"D16-1043","P16-2031","1.41667"
"P16-2031","D16-1043","1.41667"
"D16-1043","Q17-1002","0.333333"
"Q17-1002","D16-1043","0.333333"
"D17-1113","P14-2135","0.666667"
"P14-2135","D17-1113","0.666667"
"D17-1113","P15-2020","1"
"P15-2020","D17-1113","1"
"D17-1113","P16-2031","0.166667"
"P16-2031","D17-1113","0.166667"
"D17-1113","Q17-1002","2"
"Q17-1002","D17-1113","2"
"P14-2135","Q17-1002","0.666667"
"Q17-1002","P14-2135","0.666667"
"P15-2020","Q17-1002","0.666667"
"Q17-1002","P15-2020","0.666667"
"P16-2031","Q17-1002","0.166667"
"Q17-1002","P16-2031","0.166667"
"D15-1242","P15-2020","3.5"
"P15-2020","D15-1242","3.5"
"D15-1242","D15-1293","0.333333"
"D15-1293","D15-1242","0.333333"
"D15-1242","P14-2135","1.33333"
"P14-2135","D15-1242","1.33333"
"D15-1242","P15-2038","0.333333"
"P15-2038","D15-1242","0.333333"
"D15-1242","W14-1503","1.5"
"W14-1503","D15-1242","1.5"
"P14-2135","W14-1503","2.5"
"W14-1503","P14-2135","2.5"
"D15-1242","W11-0114","0.5"
"W11-0114","D15-1242","0.5"
"D15-1242","W15-2701","0.5"
"W15-2701","D15-1242","0.5"
"D15-1293","D17-1113","1"
"D17-1113","D15-1293","1"
"D15-1293","D16-1043","0.166667"
"D16-1043","D15-1293","0.166667"
"D15-1293","J07-4004","0.166667"
"J07-4004","D15-1293","0.166667"
"D15-1293","Q17-1002","1.16667"
"Q17-1002","D15-1293","1.16667"
"D16-1043","J07-4004","0.166667"
"J07-4004","D16-1043","0.166667"
"D16-1043","N16-1071","0.666667"
"N16-1071","D16-1043","0.666667"
"D16-1043","P15-2038","0.5"
"P15-2038","D16-1043","0.5"
"J07-4004","N16-1071","0.166667"
"N16-1071","J07-4004","0.166667"
"J07-4004","P15-2020","0.166667"
"P15-2020","J07-4004","0.166667"
"J07-4004","P15-2038","0.166667"
"P15-2038","J07-4004","0.166667"
"J07-4004","Q17-1002","0.166667"
"Q17-1002","J07-4004","0.166667"
"N16-1071","Q17-1002","0.166667"
"Q17-1002","N16-1071","0.166667"
"P15-2038","Q17-1002","0.166667"
"Q17-1002","P15-2038","0.166667"
"D15-1293","W13-3005","1"
"W13-3005","D15-1293","1"
"D15-1293","W14-1503","1"
"W14-1503","D15-1293","1"
"D16-1043","W15-0107","0.5"
"W15-0107","D16-1043","0.5"
"N16-1071","W15-0107","4.5"
"W15-0107","N16-1071","4.5"
"P15-2038","P16-2031","0.333333"
"P16-2031","P15-2038","0.333333"
"D17-1113","J16-4004","0.333333"
"J16-4004","D17-1113","0.333333"
"J16-4004","P15-2020","0.333333"
"P15-2020","J16-4004","0.333333"
"J16-4004","Q17-1002","0.333333"
"Q17-1002","J16-4004","0.333333"
"D19-1233","J07-4004","0.2"
"J07-4004","D19-1233","0.2"
"D19-1233","N16-1025","0.2"
"N16-1025","D19-1233","0.2"
"D19-1233","P02-1042","0.2"
"P02-1042","D19-1233","0.2"
"D19-1233","P11-1069","0.2"
"P11-1069","D19-1233","0.2"
"D19-1233","P14-1021","0.2"
"P14-1021","D19-1233","0.2"
"N16-1025","P02-1042","0.533333"
"P02-1042","N16-1025","0.533333"
"E03-1008","N03-1031","2.5"
"N03-1031","E03-1008","2.5"
"N03-1031","W03-0407","1.5"
"W03-0407","N03-1031","1.5"
"E03-1008","E03-1071","1"
"E03-1071","E03-1008","1"
"E03-1071","W15-2701","0.5"
"W15-2701","E03-1071","0.5"
"E03-1071","J02-2003","1"
"J02-2003","E03-1071","1"
"E03-1071","W03-0407","1"
"W03-0407","E03-1071","1"
"E14-1025","J02-2003","1.33333"
"J02-2003","E14-1025","1.33333"
"E14-1025","W14-1503","4"
"W14-1503","E14-1025","4"
"J02-2003","W14-1406","0.333333"
"W14-1406","J02-2003","0.333333"
"E17-2084","W15-0107","1"
"W15-0107","E17-2084","1"
"J02-2003","N01-1013","2"
"N01-1013","J02-2003","2"
"J02-2003","P07-2009","1"
"P07-2009","J02-2003","1"
"P07-2009","W11-0114","0.5"
"W11-0114","P07-2009","0.5"
"J07-4004","N03-1031","2"
"N03-1031","J07-4004","2"
"P06-1088","W02-2203","1.5"
"W02-2203","P06-1088","1.5"
"P11-1069","W03-1013","0.5"
"W03-1013","P11-1069","0.5"
"J07-4004","P18-1132","1"
"P18-1132","J07-4004","1"
"P04-1014","W07-2206","0.5"
"W07-2206","P04-1014","0.5"
"W02-2203","W03-0407","0.25"
"W03-0407","W02-2203","0.25"
"W02-2203","W03-1013","0.25"
"W03-1013","W02-2203","0.25"
"W03-0407","W03-1013","0.25"
"W03-1013","W03-0407","0.25"
"W03-0407","W07-1202","0.25"
"W07-1202","W03-0407","0.25"
"W03-1013","W07-1202","0.25"
"W07-1202","W03-1013","0.25"
"J11-1005","N16-1025","1.33333"
"N16-1025","J11-1005","1.33333"
"J11-1005","P18-1132","1"
"P18-1132","J11-1005","1"
"J11-1005","P04-1014","0.5"
"P04-1014","J11-1005","0.5"
"P04-1014","W09-3825","0.5"
"W09-3825","P04-1014","0.5"
"N16-1025","W09-3825","0.333333"
"W09-3825","N16-1025","0.333333"
"J16-4004","P15-2120","0.5"
"P15-2120","J16-4004","0.5"
"J16-4004","W15-2701","1.7"
"W15-2701","J16-4004","1.7"
"J16-4004","N16-1071","0.2"
"N16-1071","J16-4004","0.2"
"J16-4004","P15-2038","0.2"
"P15-2038","J16-4004","0.2"
"J16-4004","polajnar-etal-2014-evaluation","0.2"
"polajnar-etal-2014-evaluation","J16-4004","0.2"
"J16-4004","W18-2903","0.2"
"W18-2903","J16-4004","0.2"
"N16-1071","polajnar-etal-2014-evaluation","0.2"
"polajnar-etal-2014-evaluation","N16-1071","0.2"
"N16-1071","W15-2701","0.2"
"W15-2701","N16-1071","0.2"
"N16-1071","W18-2903","0.2"
"W18-2903","N16-1071","0.2"
"P15-2038","polajnar-etal-2014-evaluation","0.2"
"polajnar-etal-2014-evaluation","P15-2038","0.2"
"P15-2038","W15-2701","0.2"
"W15-2701","P15-2038","0.2"
"P15-2038","W18-2903","0.2"
"W18-2903","P15-2038","0.2"
"polajnar-etal-2014-evaluation","W18-2903","0.2"
"W18-2903","polajnar-etal-2014-evaluation","0.2"
"W15-2701","W18-2903","0.2"
"W18-2903","W15-2701","0.2"
"K15-1035","W14-1503","0.5"
"W14-1503","K15-1035","0.5"
"P15-2120","W14-1503","0.5"
"W14-1503","P15-2120","0.5"
"N03-1031","P13-2009","1"
"P13-2009","N03-1031","1"
"P04-1014","P14-1021","0.5"
"P14-1021","P04-1014","0.5"
"P04-1014","P18-1132","0.5"
"P18-1132","P04-1014","0.5"
"P14-1021","P18-1132","0.5"
"P18-1132","P14-1021","0.5"
"P04-1014","W11-0114","1"
"W11-0114","P04-1014","1"
"P06-1088","P15-2041","1"
"P15-2041","P06-1088","1"
"P06-1088","P08-1101","1"
"P08-1101","P06-1088","1"
"P07-2009","W14-1503","1"
"W14-1503","P07-2009","1"
"P13-2009","Q14-1042","1"
"Q14-1042","P13-2009","1"
"P14-2135","W99-0631","1"
"W99-0631","P14-2135","1"
"P14-2135","W15-0107","1"
"W15-0107","P14-2135","1"
"P14-2135","W11-0114","1"
"W11-0114","P14-2135","1"
"P14-2135","W15-2701","1"
"W15-2701","P14-2135","1"
"P14-2135","W18-2903","1"
"W18-2903","P14-2135","1"
"P15-2038","W15-0107","1"
"W15-0107","P15-2038","1"
"P18-1132","P19-1337","3"
"P19-1337","P18-1132","3"
"P18-1132","W18-2903","1"
"W18-2903","P18-1132","1"
"Q17-1002","W15-0107","1"
"W15-0107","Q17-1002","1"
