"2003.mtsummit-papers.23","C94-2153","1"
"P10-1033","2011.mtsummit-papers.20","0.582258"
"2011.mtsummit-papers.20","P10-2002","0.456798"
"P10-2002","2011.mtsummit-papers.20","0.456798"
"2011.mtsummit-papers.20","P11-1126","0.961279"
"P11-1126","2011.mtsummit-papers.20","0.961279"
"2011.mtsummit-papers.20","P12-1032","0.905723"
"P12-1032","2011.mtsummit-papers.20","0.905723"
"2011.mtsummit-papers.20","P13-2061","0.211279"
"P13-2061","2011.mtsummit-papers.20","0.211279"
"2011.mtsummit-papers.20","P14-1011","0.102632"
"P14-1011","2011.mtsummit-papers.20","0.102632"
"2011.mtsummit-papers.20","P14-1013","0.103091"
"P14-1013","2011.mtsummit-papers.20","0.103091"
"2011.mtsummit-papers.20","P14-1140","0.17902"
"P14-1140","2011.mtsummit-papers.20","0.17902"
"2011.mtsummit-papers.20","P17-1065","0.0708333"
"P17-1065","2011.mtsummit-papers.20","0.0708333"
"2011.mtsummit-papers.6","C08-1141","0.142262"
"C08-1141","2011.mtsummit-papers.6","0.142262"
"2011.mtsummit-papers.6","D09-1114","0.404731"
"D09-1114","2011.mtsummit-papers.6","0.404731"
"2011.mtsummit-papers.6","D12-1078","0.17452"
"D12-1078","2011.mtsummit-papers.6","0.17452"
"2011.mtsummit-papers.6","P09-1066","0.190445"
"P09-1066","2011.mtsummit-papers.6","0.190445"
"2011.mtsummit-papers.6","P10-2002","0.212751"
"P10-2002","2011.mtsummit-papers.6","0.212751"
"2011.mtsummit-papers.6","P11-1126","0.651755"
"P11-1126","2011.mtsummit-papers.6","0.651755"
"2011.mtsummit-papers.6","P12-1032","0.346199"
"P12-1032","2011.mtsummit-papers.6","0.346199"
"2011.mtsummit-papers.6","P13-2061","0.371993"
"P13-2061","2011.mtsummit-papers.6","0.371993"
"2011.mtsummit-papers.6","P14-1011","0.150251"
"P14-1011","2011.mtsummit-papers.6","0.150251"
"2011.mtsummit-papers.6","P14-1140","0.22664"
"P14-1140","2011.mtsummit-papers.6","0.22664"
"2011.mtsummit-papers.6","P17-1065","0.0708333"
"P17-1065","2011.mtsummit-papers.6","0.0708333"
"C08-1141","C10-1036","0.05"
"C10-1036","C08-1141","0.05"
"C08-1141","C10-2025","0.0708333"
"C10-2025","C08-1141","0.0708333"
"C08-1141","D09-1038","0.05"
"D09-1038","C08-1141","0.05"
"C08-1141","D09-1114","0.121429"
"D09-1114","C08-1141","0.121429"
"C08-1141","D12-1078","0.142262"
"D12-1078","C08-1141","0.142262"
"C08-1141","D13-1107","0.142262"
"D13-1107","C08-1141","0.142262"
"C08-1141","P09-1066","0.05"
"P09-1066","C08-1141","0.05"
"C08-1141","P10-1033","0.05"
"P10-1033","C08-1141","0.05"
"C08-1141","P10-2002","0.0708333"
"P10-2002","C08-1141","0.0708333"
"C08-1141","P11-1126","0.0708333"
"P11-1126","C08-1141","0.0708333"
"C08-1141","P12-1032","0.0708333"
"P12-1032","C08-1141","0.0708333"
"C08-1141","P13-2061","0.142262"
"P13-2061","C08-1141","0.142262"
"C08-1141","P14-1011","0.05"
"P14-1011","C08-1141","0.05"
"C08-1141","P14-1013","0.0708333"
"P14-1013","C08-1141","0.0708333"
"C08-1141","P14-1140","0.0708333"
"P14-1140","C08-1141","0.0708333"
"C08-1141","P17-1065","0.0708333"
"P17-1065","C08-1141","0.0708333"
"C10-1036","D09-1114","2.16664"
"D09-1114","C10-1036","2.16664"
"C10-1036","D12-1078","0.0822581"
"D12-1078","C10-1036","0.0822581"
"C10-1036","P09-1066","1.10711"
"P09-1066","C10-1036","1.10711"
"C10-1036","P10-2002","0.483584"
"P10-2002","C10-1036","0.483584"
"C10-1036","P11-1126","2.71425"
"P11-1126","C10-1036","2.71425"
"C10-1036","P12-1032","1.57537"
"P12-1032","C10-1036","1.57537"
"C10-1036","P13-2061","0.238064"
"P13-2061","C10-1036","0.238064"
"C10-1036","P14-1011","0.150251"
"P14-1011","C10-1036","0.150251"
"C10-1036","P14-1140","0.205806"
"P14-1140","C10-1036","0.205806"
"C10-1036","P17-1065","0.05"
"P17-1065","C10-1036","0.05"
"C10-2025","D09-1114","2.27134"
"D09-1114","C10-2025","2.27134"
"C10-2025","D12-1078","0.269758"
"D12-1078","C10-2025","0.269758"
"C10-2025","P09-1066","1.96181"
"P09-1066","C10-2025","1.96181"
"C10-2025","P10-2002","1.45634"
"P10-2002","C10-2025","1.45634"
"C10-2025","P11-1126","1.58979"
"P11-1126","C10-2025","1.58979"
"C10-2025","P12-1032","0.512866"
"P12-1032","C10-2025","0.512866"
"C10-2025","P13-2061","0.245009"
"P13-2061","C10-2025","0.245009"
"C10-2025","P14-1011","0.150251"
"P14-1011","C10-2025","0.150251"
"C10-2025","P14-1140","0.171084"
"P14-1140","C10-2025","0.171084"
"C10-2025","P17-1065","0.314423"
"P17-1065","C10-2025","0.314423"
"D09-1038","D09-1114","0.626923"
"D09-1114","D09-1038","0.626923"
"D09-1038","D12-1078","0.216667"
"D12-1078","D09-1038","0.216667"
"D09-1038","P09-1066","0.126923"
"P09-1066","D09-1038","0.126923"
"D09-1038","P10-2002","0.79359"
"P10-2002","D09-1038","0.79359"
"D09-1038","P11-1126","0.29359"
"P11-1126","D09-1038","0.29359"
"D09-1038","P12-1032","0.05"
"P12-1032","D09-1038","0.05"
"D09-1038","P13-2061","0.05"
"P13-2061","D09-1038","0.05"
"D09-1038","P14-1011","0.05"
"P14-1011","D09-1038","0.05"
"D09-1038","P14-1140","0.05"
"P14-1140","D09-1038","0.05"
"D09-1038","P17-1065","0.29359"
"P17-1065","D09-1038","0.29359"
"D09-1114","D12-1078","0.153687"
"D12-1078","D09-1114","0.153687"
"D09-1114","D13-1107","0.153687"
"D13-1107","D09-1114","0.153687"
"D09-1114","P09-1066","3.66023"
"P09-1066","D09-1114","3.66023"
"D09-1114","P10-1033","0.0822581"
"P10-1033","D09-1114","0.0822581"
"D09-1114","P10-2002","0.846221"
"P10-2002","D09-1114","0.846221"
"D09-1114","P11-1126","0.993559"
"P11-1126","D09-1114","0.993559"
"D09-1114","P12-1032","0.277747"
"P12-1032","D09-1114","0.277747"
"D09-1114","P13-2061","0.261874"
"P13-2061","D09-1114","0.261874"
"D09-1114","P14-1011","0.102632"
"P14-1011","D09-1114","0.102632"
"D09-1114","P14-1013","0.0822581"
"P14-1013","D09-1114","0.0822581"
"D09-1114","P14-1140","0.158187"
"P14-1140","D09-1114","0.158187"
"D09-1114","P17-1065","0.29359"
"P17-1065","D09-1114","0.29359"
"D12-1078","D13-1107","0.17452"
"D13-1107","D12-1078","0.17452"
"D12-1078","P09-1066","0.0822581"
"P09-1066","D12-1078","0.0822581"
"D12-1078","P10-1033","0.582258"
"P10-1033","D12-1078","0.582258"
"D12-1078","P10-2002","0.7375"
"P10-2002","D12-1078","0.7375"
"D12-1078","P11-1126","0.269758"
"P11-1126","D12-1078","0.269758"
"D12-1078","P12-1032","0.303091"
"P12-1032","D12-1078","0.303091"
"D12-1078","P13-2061","0.37452"
"P13-2061","D12-1078","0.37452"
"D12-1078","P14-1011","0.05"
"P14-1011","D12-1078","0.05"
"D12-1078","P14-1013","0.103091"
"P14-1013","D12-1078","0.103091"
"D12-1078","P14-1140","0.270833"
"P14-1140","D12-1078","0.270833"
"D12-1078","P17-1065","0.2375"
"P17-1065","D12-1078","0.2375"
"D13-1107","P09-1066","0.0822581"
"P09-1066","D13-1107","0.0822581"
"D13-1107","P10-2002","0.0708333"
"P10-2002","D13-1107","0.0708333"
"D13-1107","P11-1126","0.103091"
"P11-1126","D13-1107","0.103091"
"D13-1107","P12-1032","0.436425"
"P12-1032","D13-1107","0.436425"
"D13-1107","P13-2061","0.757853"
"P13-2061","D13-1107","0.757853"
"D13-1107","P14-1011","0.05"
"P14-1011","D13-1107","0.05"
"D13-1107","P14-1140","0.404167"
"P14-1140","D13-1107","0.404167"
"D13-1107","P17-1065","0.0708333"
"P17-1065","D13-1107","0.0708333"
"P09-1066","P10-1033","0.0822581"
"P10-1033","P09-1066","0.0822581"
"P09-1066","P10-2002","0.546221"
"P10-2002","P09-1066","0.546221"
"P09-1066","P11-1126","1.13403"
"P11-1126","P09-1066","1.13403"
"P09-1066","P12-1032","0.551556"
"P12-1032","P09-1066","0.551556"
"P09-1066","P13-2061","0.190445"
"P13-2061","P09-1066","0.190445"
"P09-1066","P14-1011","0.102632"
"P14-1011","P09-1066","0.102632"
"P09-1066","P14-1013","0.0822581"
"P14-1013","P09-1066","0.0822581"
"P09-1066","P14-1140","0.158187"
"P14-1140","P09-1066","0.158187"
"P09-1066","P17-1065","0.49359"
"P17-1065","P09-1066","0.49359"
"P10-1033","P10-2002","0.097619"
"P10-2002","P10-1033","0.097619"
"P10-1033","P11-1126","0.129877"
"P11-1126","P10-1033","0.129877"
"P10-1033","P12-1032","0.129877"
"P12-1032","P10-1033","0.129877"
"P10-1033","P13-2061","0.129877"
"P13-2061","P10-1033","0.129877"
"P10-1033","P14-1011","0.097619"
"P14-1011","P10-1033","0.097619"
"P10-1033","P14-1140","0.097619"
"P14-1140","P10-1033","0.097619"
"P10-1033","P17-1065","0.05"
"P17-1065","P10-1033","0.05"
"P10-2002","P11-1126","0.614674"
"P11-1126","P10-2002","0.614674"
"P10-2002","P12-1032","0.171084"
"P12-1032","P10-2002","0.171084"
"P10-2002","P13-2061","0.212751"
"P13-2061","P10-2002","0.212751"
"P10-2002","P14-1011","0.150251"
"P14-1011","P10-2002","0.150251"
"P10-2002","P14-1013","2.40417"
"P14-1013","P10-2002","2.40417"
"P10-2002","P14-1140","0.171084"
"P14-1140","P10-2002","0.171084"
"P10-2002","P17-1065","0.68109"
"P17-1065","P10-2002","0.68109"
"P11-1126","P12-1032","3.0962"
"P12-1032","P11-1126","3.0962"
"P11-1126","P13-2061","0.258898"
"P13-2061","P11-1126","0.258898"
"P11-1126","P14-1011","0.150251"
"P14-1011","P11-1126","0.150251"
"P11-1126","P14-1013","0.103091"
"P14-1013","P11-1126","0.103091"
"P11-1126","P14-1140","0.22664"
"P14-1140","P11-1126","0.22664"
"P11-1126","P17-1065","0.514423"
"P17-1065","P11-1126","0.514423"
"P12-1032","P13-2061","0.403342"
"P13-2061","P12-1032","0.403342"
"P12-1032","P14-1011","0.150251"
"P14-1011","P12-1032","0.150251"
"P12-1032","P14-1013","0.103091"
"P14-1013","P12-1032","0.103091"
"P12-1032","P14-1140","0.704417"
"P14-1140","P12-1032","0.704417"
"P12-1032","P17-1065","0.0708333"
"P17-1065","P12-1032","0.0708333"
"P13-2061","P14-1011","0.150251"
"P14-1011","P13-2061","0.150251"
"P13-2061","P14-1013","0.436425"
"P14-1013","P13-2061","0.436425"
"P13-2061","P14-1140","0.42664"
"P14-1140","P13-2061","0.42664"
"P13-2061","P17-1065","0.0708333"
"P17-1065","P13-2061","0.0708333"
"P14-1011","P14-1013","0.25"
"P14-1013","P14-1011","0.25"
"P14-1011","P14-1140","3.48358"
"P14-1140","P14-1011","3.48358"
"P14-1011","P17-1065","0.05"
"P17-1065","P14-1011","0.05"
"P14-1013","P14-1140","0.0708333"
"P14-1140","P14-1013","0.0708333"
"P14-1013","P17-1065","0.0708333"
"P17-1065","P14-1013","0.0708333"
"P14-1140","P17-1065","0.0708333"
"P17-1065","P14-1140","0.0708333"
"2011.mtsummit-papers.14","C08-1048","0.150314"
"C08-1048","2011.mtsummit-papers.14","0.150314"
"2011.mtsummit-papers.14","C10-1075","0.0739247"
"C10-1075","2011.mtsummit-papers.14","0.0739247"
"2011.mtsummit-papers.14","D07-1056","0.182112"
"D07-1056","2011.mtsummit-papers.14","0.182112"
"2011.mtsummit-papers.14","N18-1141","0.0625"
"N18-1141","2011.mtsummit-papers.14","0.0625"
"2011.mtsummit-papers.14","P07-1091","0.0947581"
"P07-1091","2011.mtsummit-papers.14","0.0947581"
"2011.mtsummit-papers.14","P08-1011","0.118056"
"P08-1011","2011.mtsummit-papers.14","0.118056"
"2011.mtsummit-papers.14","P08-1116","0.0416667"
"P08-1116","2011.mtsummit-papers.14","0.0416667"
"2011.mtsummit-papers.14","P13-2008","0.0947581"
"P13-2008","2011.mtsummit-papers.14","0.0947581"
"2011.mtsummit-papers.14","P16-1049","0.0416667"
"P16-1049","2011.mtsummit-papers.14","0.0416667"
"2011.mtsummit-papers.14","P17-1174","0.0625"
"P17-1174","2011.mtsummit-papers.14","0.0625"
"2011.mtsummit-papers.14","P18-1006","0.0416667"
"P18-1006","2011.mtsummit-papers.14","0.0416667"
"2011.mtsummit-papers.14","Y09-1006","0.150314"
"Y09-1006","2011.mtsummit-papers.14","0.150314"
"2011.mtsummit-papers.6","C08-1048","0.195768"
"C08-1048","2011.mtsummit-papers.6","0.195768"
"2011.mtsummit-papers.6","C10-1075","0.0739247"
"C10-1075","2011.mtsummit-papers.6","0.0739247"
"2011.mtsummit-papers.6","D07-1056","0.25354"
"D07-1056","2011.mtsummit-papers.6","0.25354"
"2011.mtsummit-papers.6","N18-1141","0.0625"
"N18-1141","2011.mtsummit-papers.6","0.0625"
"2011.mtsummit-papers.6","P07-1091","0.0947581"
"P07-1091","2011.mtsummit-papers.6","0.0947581"
"2011.mtsummit-papers.6","P08-1011","0.118056"
"P08-1011","2011.mtsummit-papers.6","0.118056"
"2011.mtsummit-papers.6","P08-1116","0.0871212"
"P08-1116","2011.mtsummit-papers.6","0.0871212"
"2011.mtsummit-papers.6","P13-2008","0.0947581"
"P13-2008","2011.mtsummit-papers.6","0.0947581"
"2011.mtsummit-papers.6","P16-1049","0.15855"
"P16-1049","2011.mtsummit-papers.6","0.15855"
"2011.mtsummit-papers.6","P17-1174","0.133929"
"P17-1174","2011.mtsummit-papers.6","0.133929"
"2011.mtsummit-papers.6","P18-1006","0.0416667"
"P18-1006","2011.mtsummit-papers.6","0.0416667"
"2011.mtsummit-papers.6","W04-3248","0.15855"
"W04-3248","2011.mtsummit-papers.6","0.15855"
"2011.mtsummit-papers.6","Y09-1006","0.150314"
"Y09-1006","2011.mtsummit-papers.6","0.150314"
"C08-1048","C10-1054","0.473546"
"C10-1054","C08-1048","0.473546"
"C08-1048","C10-1075","0.293705"
"C10-1075","C08-1048","0.293705"
"C08-1048","C10-2025","0.171681"
"C10-2025","C08-1048","0.171681"
"C08-1048","C14-1210","0.0947581"
"C14-1210","C08-1048","0.0947581"
"C08-1048","D07-1056","0.206403"
"D07-1056","C08-1048","0.206403"
"C08-1048","K18-1019","0.0625"
"K18-1019","C08-1048","0.0625"
"C08-1048","N18-1141","0.0625"
"N18-1141","C08-1048","0.0625"
"C08-1048","P07-1091","0.428091"
"P07-1091","C08-1048","0.428091"
"C08-1048","P08-1011","0.194979"
"P08-1011","C08-1048","0.194979"
"C08-1048","P08-1116","0.229978"
"P08-1116","C08-1048","0.229978"
"C08-1048","P10-2002","0.139423"
"P10-2002","C08-1048","0.139423"
"C08-1048","P12-2057","0.217136"
"P12-2057","C08-1048","0.217136"
"C08-1048","P13-1017","0.0871212"
"P13-1017","C08-1048","0.0871212"
"C08-1048","P13-2008","0.171681"
"P13-2008","C08-1048","0.171681"
"C08-1048","P13-2061","0.150314"
"P13-2061","C08-1048","0.150314"
"C08-1048","P16-1049","0.0871212"
"P16-1049","C08-1048","0.0871212"
"C08-1048","P16-1212","0.0947581"
"P16-1212","C08-1048","0.0947581"
"C08-1048","P17-1174","0.0625"
"P17-1174","C08-1048","0.0625"
"C08-1048","P18-1006","0.0416667"
"P18-1006","C08-1048","0.0416667"
"C08-1048","W04-3248","0.229978"
"W04-3248","C08-1048","0.229978"
"C08-1048","W08-0301","0.0625"
"W08-0301","C08-1048","0.0625"
"C08-1048","Y09-1006","0.293171"
"Y09-1006","C08-1048","0.293171"
"C10-1054","C10-1075","0.0739247"
"C10-1075","C10-1054","0.0739247"
"C10-1054","D07-1056","0.0739247"
"D07-1056","C10-1054","0.0739247"
"C10-1054","N18-1141","0.0625"
"N18-1141","C10-1054","0.0625"
"C10-1054","P07-1091","0.428091"
"P07-1091","C10-1054","0.428091"
"C10-1054","P08-1011","0.0625"
"P08-1011","C10-1054","0.0625"
"C10-1054","P08-1116","0.0871212"
"P08-1116","C10-1054","0.0871212"
"C10-1054","P10-2002","0.0625"
"P10-2002","C10-1054","0.0625"
"C10-1054","P13-2008","0.0947581"
"P13-2008","C10-1054","0.0947581"
"C10-1054","P13-2061","1.04476"
"P13-2061","C10-1054","1.04476"
"C10-1054","P16-1049","0.0871212"
"P16-1049","C10-1054","0.0871212"
"C10-1054","P17-1174","0.0625"
"P17-1174","C10-1054","0.0625"
"C10-1054","P18-1006","0.0416667"
"P18-1006","C10-1054","0.0416667"
"C10-1054","W04-3248","0.0871212"
"W04-3248","C10-1054","0.0871212"
"C10-1054","Y09-1006","0.0947581"
"Y09-1006","C10-1054","0.0947581"
"C10-1075","C10-2025","0.150848"
"C10-2025","C10-1075","0.150848"
"C10-1075","C14-1210","0.240591"
"C14-1210","C10-1075","0.240591"
"C10-1075","D07-1056","0.317514"
"D07-1056","C10-1075","0.317514"
"C10-1075","K18-1019","0.0416667"
"K18-1019","C10-1075","0.0416667"
"C10-1075","N18-1141","0.0416667"
"N18-1141","C10-1075","0.0416667"
"C10-1075","P07-1091","0.0739247"
"P07-1091","C10-1075","0.0739247"
"C10-1075","P08-1011","0.11859"
"P08-1011","C10-1075","0.11859"
"C10-1075","P08-1116","0.184524"
"P08-1116","C10-1075","0.184524"
"C10-1075","P10-2002","0.285256"
"P10-2002","C10-1075","0.285256"
"C10-1075","P12-2057","0.150848"
"P12-2057","C10-1075","0.150848"
"C10-1075","P13-1017","0.0416667"
"P13-1017","C10-1075","0.0416667"
"C10-1075","P13-2008","0.150848"
"P13-2008","C10-1075","0.150848"
"C10-1075","P13-2061","0.0739247"
"P13-2061","C10-1075","0.0739247"
"C10-1075","P16-1049","0.0416667"
"P16-1049","C10-1075","0.0416667"
"C10-1075","P16-1212","0.0739247"
"P16-1212","C10-1075","0.0739247"
"C10-1075","P17-1174","0.0416667"
"P17-1174","C10-1075","0.0416667"
"C10-1075","P18-1006","0.0416667"
"P18-1006","C10-1075","0.0416667"
"C10-1075","W04-3248","0.184524"
"W04-3248","C10-1075","0.184524"
"C10-1075","W08-0301","0.0416667"
"W08-0301","C10-1075","0.0416667"
"C10-1075","Y09-1006","0.216782"
"Y09-1006","C10-1075","0.216782"
"C10-2025","D07-1056","0.203479"
"D07-1056","C10-2025","0.203479"
"C10-2025","N18-1141","0.0625"
"N18-1141","C10-2025","0.0625"
"C10-2025","P07-1091","0.178091"
"P07-1091","C10-2025","0.178091"
"C10-2025","P08-1011","0.222756"
"P08-1011","C10-2025","0.222756"
"C10-2025","P08-1116","0.125"
"P08-1116","C10-2025","0.125"
"C10-2025","P13-2008","0.255014"
"P13-2008","C10-2025","0.255014"
"C10-2025","P16-1049","0.0416667"
"P16-1049","C10-2025","0.0416667"
"C10-2025","P17-1174","0.0625"
"P17-1174","C10-2025","0.0625"
"C10-2025","P18-1006","0.0416667"
"P18-1006","C10-2025","0.0416667"
"C10-2025","W04-3248","0.125"
"W04-3248","C10-2025","0.125"
"C10-2025","Y09-1006","0.0947581"
"Y09-1006","C10-2025","0.0947581"
"C14-1210","D07-1056","0.293223"
"D07-1056","C14-1210","0.293223"
"C14-1210","N18-1141","0.0625"
"N18-1141","C14-1210","0.0625"
"C14-1210","P07-1091","0.178091"
"P07-1091","C14-1210","0.178091"
"C14-1210","P08-1011","0.145833"
"P08-1011","C14-1210","0.145833"
"C14-1210","P08-1116","0.125"
"P08-1116","C14-1210","0.125"
"C14-1210","P10-2002","2.86275"
"P10-2002","C14-1210","2.86275"
"C14-1210","P13-2008","0.178091"
"P13-2008","C14-1210","0.178091"
"C14-1210","P13-2061","0.195009"
"P13-2061","C14-1210","0.195009"
"C14-1210","P16-1049","0.0416667"
"P16-1049","C14-1210","0.0416667"
"C14-1210","P17-1174","0.0625"
"P17-1174","C14-1210","0.0625"
"C14-1210","P18-1006","0.0416667"
"P18-1006","C14-1210","0.0416667"
"C14-1210","W04-3248","0.125"
"W04-3248","C14-1210","0.125"
"C14-1210","Y09-1006","0.0947581"
"Y09-1006","C14-1210","0.0947581"
"D07-1056","K18-1019","0.0416667"
"K18-1019","D07-1056","0.0416667"
"D07-1056","N18-1141","0.0416667"
"N18-1141","D07-1056","0.0416667"
"D07-1056","P07-1091","1.17392"
"P07-1091","D07-1056","1.17392"
"D07-1056","P08-1011","0.174145"
"P08-1011","D07-1056","0.174145"
"D07-1056","P08-1116","0.291667"
"P08-1116","D07-1056","0.291667"
"D07-1056","P10-2002","1.08789"
"P10-2002","D07-1056","1.08789"
"D07-1056","P12-2057","0.150848"
"P12-2057","D07-1056","0.150848"
"D07-1056","P13-1017","0.0416667"
"P13-1017","D07-1056","0.0416667"
"D07-1056","P13-2008","0.150848"
"P13-2008","D07-1056","0.150848"
"D07-1056","P13-2061","0.25354"
"P13-2061","D07-1056","0.25354"
"D07-1056","P16-1049","0.113095"
"P16-1049","D07-1056","0.113095"
"D07-1056","P16-1212","0.0739247"
"P16-1212","D07-1056","0.0739247"
"D07-1056","P17-1174","0.113095"
"P17-1174","D07-1056","0.113095"
"D07-1056","P18-1006","0.0416667"
"P18-1006","D07-1056","0.0416667"
"D07-1056","W04-3248","0.113095"
"W04-3248","D07-1056","0.113095"
"D07-1056","W08-0301","0.141667"
"W08-0301","D07-1056","0.141667"
"D07-1056","Y09-1006","0.12948"
"Y09-1006","D07-1056","0.12948"
"K18-1019","N18-1141","0.0625"
"N18-1141","K18-1019","0.0625"
"K18-1019","P07-1091","0.0625"
"P07-1091","K18-1019","0.0625"
"K18-1019","P08-1011","0.0625"
"P08-1011","K18-1019","0.0625"
"K18-1019","P08-1116","0.0416667"
"P08-1116","K18-1019","0.0416667"
"K18-1019","P10-2002","0.0625"
"P10-2002","K18-1019","0.0625"
"K18-1019","P13-2008","0.0625"
"P13-2008","K18-1019","0.0625"
"K18-1019","P13-2061","0.0625"
"P13-2061","K18-1019","0.0625"
"K18-1019","P16-1049","0.0416667"
"P16-1049","K18-1019","0.0416667"
"K18-1019","P17-1174","0.5625"
"P17-1174","K18-1019","0.5625"
"K18-1019","P18-1006","0.708333"
"P18-1006","K18-1019","0.708333"
"K18-1019","W04-3248","0.0416667"
"W04-3248","K18-1019","0.0416667"
"K18-1019","Y09-1006","0.0625"
"Y09-1006","K18-1019","0.0625"
"N18-1141","P07-1091","0.0625"
"P07-1091","N18-1141","0.0625"
"N18-1141","P08-1011","0.0625"
"P08-1011","N18-1141","0.0625"
"N18-1141","P08-1116","0.0416667"
"P08-1116","N18-1141","0.0416667"
"N18-1141","P10-2002","0.0625"
"P10-2002","N18-1141","0.0625"
"N18-1141","P12-2057","0.0625"
"P12-2057","N18-1141","0.0625"
"N18-1141","P13-1017","0.0416667"
"P13-1017","N18-1141","0.0416667"
"N18-1141","P13-2008","0.0625"
"P13-2008","N18-1141","0.0625"
"N18-1141","P13-2061","0.0625"
"P13-2061","N18-1141","0.0625"
"N18-1141","P16-1049","0.0416667"
"P16-1049","N18-1141","0.0416667"
"N18-1141","P16-1212","0.173611"
"P16-1212","N18-1141","0.173611"
"N18-1141","P17-1174","0.0625"
"P17-1174","N18-1141","0.0625"
"N18-1141","P18-1006","0.0416667"
"P18-1006","N18-1141","0.0416667"
"N18-1141","W04-3248","0.0416667"
"W04-3248","N18-1141","0.0416667"
"N18-1141","W08-0301","0.0625"
"W08-0301","N18-1141","0.0625"
"N18-1141","Y09-1006","0.0625"
"Y09-1006","N18-1141","0.0625"
"P07-1091","P08-1011","0.145833"
"P08-1011","P07-1091","0.145833"
"P07-1091","P08-1116","0.375"
"P08-1116","P07-1091","0.375"
"P07-1091","P10-2002","0.8125"
"P10-2002","P07-1091","0.8125"
"P07-1091","P12-2057","0.0947581"
"P12-2057","P07-1091","0.0947581"
"P07-1091","P13-1017","0.0416667"
"P13-1017","P07-1091","0.0416667"
"P07-1091","P13-2008","0.178091"
"P13-2008","P07-1091","0.178091"
"P07-1091","P13-2061","0.0947581"
"P13-2061","P07-1091","0.0947581"
"P07-1091","P16-1049","0.0416667"
"P16-1049","P07-1091","0.0416667"
"P07-1091","P16-1212","0.0947581"
"P16-1212","P07-1091","0.0947581"
