"2003.mtsummit-papers.23","C94-2153","1"
"P07-1091","C10-2084","0.0322581"
"C10-2084","P09-1066","0.140445"
"P09-1066","C10-2084","0.140445"
"C10-2084","P11-1126","0.188064"
"P11-1126","C10-2084","0.188064"
"C10-2084","P12-1032","0.132509"
"P12-1032","C10-2084","0.132509"
"C10-2084","P13-2008","0.0322581"
"P13-2008","C10-2084","0.0322581"
"C10-2084","P13-2061","0.188064"
"P13-2061","C10-2084","0.188064"
"C10-2084","P14-1091","0.0322581"
"P14-1091","C10-2084","0.0322581"
"C10-2084","Y09-1006","0.0878136"
"Y09-1006","C10-2084","0.0878136"
"C14-1108","D07-1056","0.140445"
"D07-1056","C14-1108","0.140445"
"C14-1108","D09-1114","0.140445"
"D09-1114","C14-1108","0.140445"
"C14-1108","D12-1041","2.16128"
"D12-1041","C14-1108","2.16128"
"C14-1108","D12-1078","0.0530914"
"D12-1078","C14-1108","0.0530914"
"C14-1108","D15-1106","0.105723"
"D15-1106","C14-1108","0.105723"
"C14-1108","P07-1091","2.13642"
"P07-1091","C14-1108","2.13642"
"C14-1108","P09-1066","0.265445"
"P09-1066","C14-1108","0.265445"
"C14-1108","P11-1126","0.161279"
"P11-1126","C14-1108","0.161279"
"C14-1108","P12-1032","0.105723"
"P12-1032","C14-1108","0.105723"
"C14-1108","P13-2008","0.136425"
"P13-2008","C14-1108","0.136425"
"C14-1108","P13-2061","0.161279"
"P13-2061","C14-1108","0.161279"
"C14-1108","P14-1091","0.0322581"
"P14-1091","C14-1108","0.0322581"
"C14-1108","Y09-1006","0.108647"
"Y09-1006","C14-1108","0.108647"
"C14-1210","D09-1114","0.251556"
"D09-1114","C14-1210","0.251556"
"C14-1210","D12-1041","0.653342"
"D12-1041","C14-1210","0.653342"
"C14-1210","D12-1078","0.0530914"
"D12-1078","C14-1210","0.0530914"
"C14-1210","D15-1106","0.153342"
"D15-1106","C14-1210","0.153342"
"C14-1210","P09-1066","0.451556"
"P09-1066","C14-1210","0.451556"
"C14-1210","P11-1126","0.353342"
"P11-1126","C14-1210","0.353342"
"C14-1210","P12-1032","0.153342"
"P12-1032","C14-1210","0.153342"
"C14-1210","P14-1091","0.0322581"
"P14-1091","C14-1210","0.0322581"
"D07-1056","D09-1114","0.455464"
"D09-1114","D07-1056","0.455464"
"D07-1056","D12-1041","0.140445"
"D12-1041","D07-1056","0.140445"
"D07-1056","D12-1078","0.103687"
"D12-1078","D07-1056","0.103687"
"D07-1056","D13-1107","0.103687"
"D13-1107","D07-1056","0.103687"
"D07-1056","D15-1106","0.0848896"
"D15-1106","D07-1056","0.0848896"
"D07-1056","P09-1066","0.634035"
"P09-1066","D07-1056","0.634035"
"D07-1056","P10-1033","0.0322581"
"P10-1033","D07-1056","0.0322581"
"D07-1056","P11-1126","0.217368"
"P11-1126","D07-1056","0.217368"
"D07-1056","P12-1032","0.0848896"
"P12-1032","D07-1056","0.0848896"
"D07-1056","P12-2008","0.0322581"
"P12-2008","D07-1056","0.0322581"
"D07-1056","P14-1013","0.0322581"
"P14-1013","D07-1056","0.0322581"
"D07-1056","P14-1091","0.0322581"
"P14-1091","D07-1056","0.0322581"
"D09-1114","D12-1041","0.140445"
"D12-1041","D09-1114","0.140445"
"D09-1114","D15-1106","0.0848896"
"D15-1106","D09-1114","0.0848896"
"D09-1114","P07-1091","0.0322581"
"P07-1091","D09-1114","0.0322581"
"D09-1114","P12-2008","0.0322581"
"P12-2008","D09-1114","0.0322581"
"D09-1114","P12-2057","0.109181"
"P12-2057","D09-1114","0.109181"
"D09-1114","P13-2008","0.109181"
"P13-2008","D09-1114","0.109181"
"D09-1114","P14-1091","0.0322581"
"P14-1091","D09-1114","0.0322581"
"D09-1114","P16-1212","0.0322581"
"P16-1212","D09-1114","0.0322581"
"D09-1114","Y09-1006","0.230671"
"Y09-1006","D09-1114","0.230671"
"D12-1041","D12-1078","0.253091"
"D12-1078","D12-1041","0.253091"
"D12-1041","D13-1107","0.0530914"
"D13-1107","D12-1041","0.0530914"
"D12-1041","D15-1106","0.153342"
"D15-1106","D12-1041","0.153342"
"D12-1041","P07-1091","1.05309"
"P07-1091","D12-1041","1.05309"
"D12-1041","P09-1066","0.140445"
"P09-1066","D12-1041","0.140445"
"D12-1041","P10-1033","1.70867"
"P10-1033","D12-1041","1.70867"
"D12-1041","P11-1126","0.208898"
"P11-1126","D12-1041","0.208898"
"D12-1041","P12-1032","0.353342"
"P12-1032","D12-1041","0.353342"
"D12-1041","P12-2008","0.0322581"
"P12-2008","D12-1041","0.0322581"
"D12-1041","P12-2057","0.0985459"
"P12-2057","D12-1041","0.0985459"
"D12-1041","P13-2008","0.0530914"
"P13-2008","D12-1041","0.0530914"
"D12-1041","P13-2061","0.408898"
"P13-2061","D12-1041","0.408898"
"D12-1041","P14-1013","0.0530914"
"P14-1013","D12-1041","0.0530914"
"D12-1041","P14-1091","0.0322581"
"P14-1091","D12-1041","0.0322581"
"D12-1041","P16-1212","0.0530914"
"P16-1212","D12-1041","0.0530914"
"D12-1041","Y09-1006","0.108647"
"Y09-1006","D12-1041","0.108647"
"D12-1078","D15-1106","0.0530914"
"D15-1106","D12-1078","0.0530914"
"D12-1078","P07-1091","0.0530914"
"P07-1091","D12-1078","0.0530914"
"D12-1078","P12-2008","0.0322581"
"P12-2008","D12-1078","0.0322581"
"D12-1078","P12-2057","0.0530914"
"P12-2057","D12-1078","0.0530914"
"D12-1078","P13-2008","0.0530914"
"P13-2008","D12-1078","0.0530914"
"D12-1078","P14-1091","0.0322581"
"P14-1091","D12-1078","0.0322581"
"D12-1078","P16-1212","0.0530914"
"P16-1212","D12-1078","0.0530914"
"D12-1078","Y09-1006","0.0530914"
"Y09-1006","D12-1078","0.0530914"
"D13-1107","D15-1106","0.0530914"
"D15-1106","D13-1107","0.0530914"
"D13-1107","P07-1091","0.0530914"
"P07-1091","D13-1107","0.0530914"
"D13-1107","P13-2008","0.0530914"
"P13-2008","D13-1107","0.0530914"
"D13-1107","P14-1091","0.0322581"
"P14-1091","D13-1107","0.0322581"
"D13-1107","Y09-1006","0.0530914"
"Y09-1006","D13-1107","0.0530914"
"D15-1106","P07-1091","0.0530914"
"P07-1091","D15-1106","0.0530914"
"D15-1106","P09-1066","0.0848896"
"P09-1066","D15-1106","0.0848896"
"D15-1106","P10-1033","0.0798771"
"P10-1033","D15-1106","0.0798771"
"D15-1106","P11-1126","0.153342"
"P11-1126","D15-1106","0.153342"
"D15-1106","P12-1032","0.153342"
"P12-1032","D15-1106","0.153342"
"D15-1106","P12-2008","0.0322581"
"P12-2008","D15-1106","0.0322581"
"D15-1106","P12-2057","0.0530914"
"P12-2057","D15-1106","0.0530914"
"D15-1106","P13-2008","0.0530914"
"P13-2008","D15-1106","0.0530914"
"D15-1106","P13-2061","0.153342"
"P13-2061","D15-1106","0.153342"
"D15-1106","P14-1013","0.0530914"
"P14-1013","D15-1106","0.0530914"
"D15-1106","P14-1091","0.0322581"
"P14-1091","D15-1106","0.0322581"
"D15-1106","P16-1212","1.05309"
"P16-1212","D15-1106","1.05309"
"D15-1106","Y09-1006","0.0530914"
"Y09-1006","D15-1106","0.0530914"
"P07-1091","P09-1066","0.282258"
"P09-1066","P07-1091","0.282258"
"P07-1091","P10-1033","0.115591"
"P10-1033","P07-1091","0.115591"
"P07-1091","P11-1126","0.0530914"
"P11-1126","P07-1091","0.0530914"
"P07-1091","P12-1032","0.0530914"
"P12-1032","P07-1091","0.0530914"
"P07-1091","P12-2008","0.0322581"
"P12-2008","P07-1091","0.0322581"
"P07-1091","P14-1013","0.0530914"
"P14-1013","P07-1091","0.0530914"
"P07-1091","P14-1091","0.0322581"
"P14-1091","P07-1091","0.0322581"
"P09-1066","P12-2008","0.198925"
"P12-2008","P09-1066","0.198925"
"P09-1066","P12-2057","0.109181"
"P12-2057","P09-1066","0.109181"
"P09-1066","P13-2008","0.109181"
"P13-2008","P09-1066","0.109181"
"P09-1066","P14-1091","0.0322581"
"P14-1091","P09-1066","0.0322581"
"P09-1066","P16-1212","0.157258"
"P16-1212","P09-1066","0.157258"
"P09-1066","Y09-1006","0.230671"
"Y09-1006","P09-1066","0.230671"
"P10-1033","P13-2008","0.115591"
"P13-2008","P10-1033","0.115591"
"P10-1033","P14-1091","0.0322581"
"P14-1091","P10-1033","0.0322581"
"P10-1033","Y09-1006","0.0322581"
"Y09-1006","P10-1033","0.0322581"
"P11-1126","P12-2008","0.198925"
"P12-2008","P11-1126","0.198925"
"P11-1126","P12-2057","1.13001"
"P12-2057","P11-1126","1.13001"
"P11-1126","P13-2008","0.130014"
"P13-2008","P11-1126","0.130014"
"P11-1126","P14-1091","0.0322581"
"P14-1091","P11-1126","0.0322581"
"P11-1126","P16-1212","0.0530914"
"P16-1212","P11-1126","0.0530914"
"P11-1126","Y09-1006","0.108647"
"Y09-1006","P11-1126","0.108647"
"P12-1032","P12-2008","0.198925"
"P12-2008","P12-1032","0.198925"
"P12-1032","P12-2057","0.0530914"
"P12-2057","P12-1032","0.0530914"
"P12-1032","P13-2008","0.0530914"
"P13-2008","P12-1032","0.0530914"
"P12-1032","P14-1091","0.0322581"
"P14-1091","P12-1032","0.0322581"
"P12-1032","P16-1212","0.0530914"
"P16-1212","P12-1032","0.0530914"
"P12-1032","Y09-1006","0.0530914"
"Y09-1006","P12-1032","0.0530914"
"P12-2008","P13-2008","1.78226"
"P13-2008","P12-2008","1.78226"
"P12-2008","P13-2061","0.0322581"
"P13-2061","P12-2008","0.0322581"
"P12-2008","P14-1091","0.0322581"
"P14-1091","P12-2008","0.0322581"
"P12-2008","Y09-1006","0.0322581"
"Y09-1006","P12-2008","0.0322581"
"P12-2057","P14-1091","0.0322581"
"P14-1091","P12-2057","0.0322581"
"P13-2008","P14-1013","0.0530914"
"P14-1013","P13-2008","0.0530914"
"P13-2008","P14-1091","0.0322581"
"P14-1091","P13-2008","0.0322581"
"P13-2061","P14-1091","0.0322581"
"P14-1091","P13-2061","0.0322581"
"P14-1013","P14-1091","0.0322581"
"P14-1091","P14-1013","0.0322581"
"P14-1013","Y09-1006","0.0530914"
"Y09-1006","P14-1013","0.0530914"
"P14-1091","P16-1212","0.310036"
"P16-1212","P14-1091","0.310036"
"P14-1091","Y09-1006","0.0322581"
"Y09-1006","P14-1091","0.0322581"
"2011.mtsummit-papers.14","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","2011.mtsummit-papers.14","0.0763889"
"2011.mtsummit-papers.14","D10-1104","0.0555556"
"D10-1104","2011.mtsummit-papers.14","0.0555556"
"2011.mtsummit-papers.20","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","2011.mtsummit-papers.20","0.0763889"
"2011.mtsummit-papers.20","D10-1104","0.0555556"
"D10-1104","2011.mtsummit-papers.20","0.0555556"
"2011.mtsummit-papers.20","P08-1011","0.0763889"
"P08-1011","2011.mtsummit-papers.20","0.0763889"
"2011.mtsummit-papers.6","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","2011.mtsummit-papers.6","0.0763889"
"2011.mtsummit-papers.6","D10-1104","0.0555556"
"D10-1104","2011.mtsummit-papers.6","0.0555556"
"2021.findings-acl.36","C08-1048","0.0763889"
"C08-1048","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","C10-1035","0.0555556"
"C10-1035","2021.findings-acl.36","0.0555556"
"2021.findings-acl.36","C10-1036","0.0555556"
"C10-1036","2021.findings-acl.36","0.0555556"
"2021.findings-acl.36","C10-2084","0.0555556"
"C10-2084","2021.findings-acl.36","0.0555556"
"2021.findings-acl.36","C14-1108","0.0763889"
"C14-1108","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","D07-1056","0.0555556"
"D07-1056","2021.findings-acl.36","0.0555556"
"2021.findings-acl.36","D09-1114","0.0555556"
"D09-1114","2021.findings-acl.36","0.0555556"
"2021.findings-acl.36","D10-1104","0.0555556"
"D10-1104","2021.findings-acl.36","0.0555556"
"2021.findings-acl.36","D12-1041","0.0763889"
"D12-1041","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","P08-1011","0.0763889"
"P08-1011","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","P09-1066","0.0555556"
"P09-1066","2021.findings-acl.36","0.0555556"
"2021.findings-acl.36","P11-1126","0.0763889"
"P11-1126","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","P13-2061","0.0763889"
"P13-2061","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","P14-1140","0.0763889"
"P14-1140","2021.findings-acl.36","0.0763889"
"2021.findings-acl.36","Y09-1006","0.0763889"
"Y09-1006","2021.findings-acl.36","0.0763889"
"C08-1048","D10-1104","0.0555556"
"D10-1104","C08-1048","0.0555556"
"C08-1048","P14-1140","0.0763889"
"P14-1140","C08-1048","0.0763889"
"C10-1035","D10-1104","0.0555556"
"D10-1104","C10-1035","0.0555556"
"C10-1035","P08-1011","0.138889"
"P08-1011","C10-1035","0.138889"
"C10-1035","P14-1140","0.155806"
"P14-1140","C10-1035","0.155806"
"C10-1036","D10-1104","0.0555556"
"D10-1104","C10-1036","0.0555556"
"C10-1036","P08-1011","0.0555556"
"P08-1011","C10-1036","0.0555556"
"C10-2084","D10-1104","0.0555556"
"D10-1104","C10-2084","0.0555556"
"C10-2084","P08-1011","0.0555556"
"P08-1011","C10-2084","0.0555556"
"C10-2084","P14-1140","0.155806"
"P14-1140","C10-2084","0.155806"
"C14-1108","D10-1104","0.0555556"
"D10-1104","C14-1108","0.0555556"
"C14-1108","P08-1011","0.159722"
"P08-1011","C14-1108","0.159722"
"C14-1108","P14-1140","0.12902"
"P14-1140","C14-1108","0.12902"
"D07-1056","D10-1104","0.0555556"
"D10-1104","D07-1056","0.0555556"
"D07-1056","P14-1140","0.108187"
"P14-1140","D07-1056","0.108187"
"D09-1114","D10-1104","0.0555556"
"D10-1104","D09-1114","0.0555556"
"D09-1114","P08-1011","0.132479"
"P08-1011","D09-1114","0.132479"
"D10-1104","D12-1041","0.0555556"
"D12-1041","D10-1104","0.0555556"
"D10-1104","P08-1011","0.0555556"
"P08-1011","D10-1104","0.0555556"
"D10-1104","P09-1066","0.0555556"
"P09-1066","D10-1104","0.0555556"
"D10-1104","P11-1126","0.0555556"
"P11-1126","D10-1104","0.0555556"
"D10-1104","P13-2061","0.0555556"
"P13-2061","D10-1104","0.0555556"
"D10-1104","P14-1140","0.0555556"
"P14-1140","D10-1104","0.0555556"
"D10-1104","Y09-1006","0.0555556"
"Y09-1006","D10-1104","0.0555556"
"D12-1041","P08-1011","0.0763889"
"P08-1011","D12-1041","0.0763889"
"D12-1041","P14-1140","0.37664"
"P14-1140","D12-1041","0.37664"
"P08-1011","P09-1066","0.132479"
"P09-1066","P08-1011","0.132479"
"P08-1011","P11-1126","0.153312"
"P11-1126","P08-1011","0.153312"
"P08-1011","P14-1140","0.0763889"
"P14-1140","P08-1011","0.0763889"
"P14-1140","Y09-1006","0.0763889"
"Y09-1006","P14-1140","0.0763889"
"2011.mtsummit-papers.14","2020.acl-main.321","0.0208333"
"2020.acl-main.321","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2020.acl-main.531","0.0208333"
"2020.acl-main.531","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2021.acl-long.157","0.0208333"
"2021.acl-long.157","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2021.acl-long.438","0.0208333"
"2021.acl-long.438","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","2021.naacl-main.312","0.0208333"
"2021.naacl-main.312","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","D17-1090","0.0208333"
"D17-1090","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","D18-1188","0.0208333"
"D18-1188","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","E17-1059","0.0208333"
"E17-1059","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","N18-1154","0.0208333"
"N18-1154","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","P06-1136","0.0208333"
"P06-1136","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","P13-1157","0.0208333"
"P13-1157","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","P18-1097","0.0208333"
"P18-1097","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.14","P19-1641","0.0208333"
"P19-1641","2011.mtsummit-papers.14","0.0208333"
"2011.mtsummit-papers.20","2020.acl-main.321","0.0208333"
"2020.acl-main.321","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2020.acl-main.531","0.0208333"
"2020.acl-main.531","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2021.acl-long.157","0.0208333"
"2021.acl-long.157","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2021.acl-long.438","0.0208333"
"2021.acl-long.438","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","2021.naacl-main.312","0.0208333"
"2021.naacl-main.312","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","C16-1290","0.270833"
"C16-1290","2011.mtsummit-papers.20","0.270833"
"2011.mtsummit-papers.20","D17-1090","0.0208333"
"D17-1090","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","D18-1188","0.0208333"
"D18-1188","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","E17-1059","0.0208333"
"E17-1059","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","K18-1019","0.0208333"
"K18-1019","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","N18-1141","0.0208333"
"N18-1141","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","N18-1154","0.0208333"
"N18-1154","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","P06-1136","0.0208333"
"P06-1136","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","P13-1157","0.0208333"
"P13-1157","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","P17-1174","0.0208333"
"P17-1174","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","P18-1097","0.0208333"
"P18-1097","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","P19-1641","0.0208333"
"P19-1641","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.20","W08-0301","0.0208333"
"W08-0301","2011.mtsummit-papers.20","0.0208333"
"2011.mtsummit-papers.6","2020.acl-main.321","0.0208333"
"2020.acl-main.321","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2020.acl-main.531","0.0208333"
"2020.acl-main.531","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2020.findings-emnlp.139","0.0208333"
"2020.findings-emnlp.139","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2020.findings-emnlp.217","0.0208333"
"2020.findings-emnlp.217","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2021.acl-long.157","0.0208333"
"2021.acl-long.157","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2021.acl-long.438","0.0208333"
"2021.acl-long.438","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2021.emnlp-main.771","0.0208333"
"2021.emnlp-main.771","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","2021.naacl-main.312","0.0208333"
"2021.naacl-main.312","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","D17-1090","0.0208333"
"D17-1090","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","D18-1188","0.0208333"
"D18-1188","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","E17-1059","0.0208333"
"E17-1059","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","N18-1154","0.0208333"
"N18-1154","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","P06-1136","0.0208333"
"P06-1136","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","P13-1157","0.0208333"
"P13-1157","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","P18-1097","0.0208333"
"P18-1097","2011.mtsummit-papers.6","0.0208333"
"2011.mtsummit-papers.6","P19-1641","0.0208333"
"P19-1641","2011.mtsummit-papers.6","0.0208333"
"2020.acl-main.321","2020.acl-main.531","0.145833"
"2020.acl-main.531","2020.acl-main.321","0.145833"
"2020.acl-main.321","2020.emnlp-main.467","0.16369"
"2020.emnlp-main.467","2020.acl-main.321","0.16369"
"2020.acl-main.321","2020.findings-emnlp.139","0.120833"
"2020.findings-emnlp.139","2020.acl-main.321","0.120833"
"2020.acl-main.321","2020.findings-emnlp.217","0.26369"
"2020.findings-emnlp.217","2020.acl-main.321","0.26369"
"2020.acl-main.321","2021.acl-long.157","0.16369"
"2021.acl-long.157","2020.acl-main.321","0.16369"
"2020.acl-main.321","2021.acl-long.438","0.0208333"
"2021.acl-long.438","2020.acl-main.321","0.0208333"
"2020.acl-main.321","2021.emnlp-main.771","0.145833"
"2021.emnlp-main.771","2020.acl-main.321","0.145833"
"2020.acl-main.321","2021.findings-acl.36","0.240614"
"2021.findings-acl.36","2020.acl-main.321","0.240614"
"2020.acl-main.321","2021.naacl-main.312","0.145833"
"2021.naacl-main.312","2020.acl-main.321","0.145833"
"2020.acl-main.321","C08-1048","0.0208333"
"C08-1048","2020.acl-main.321","0.0208333"
"2020.acl-main.321","C08-1141","0.16369"
"C08-1141","2020.acl-main.321","0.16369"
"2020.acl-main.321","C10-1054","0.0208333"
"C10-1054","2020.acl-main.321","0.0208333"
"2020.acl-main.321","C10-2025","0.0208333"
"C10-2025","2020.acl-main.321","0.0208333"
"2020.acl-main.321","C14-1108","0.0208333"
"C14-1108","2020.acl-main.321","0.0208333"
"2020.acl-main.321","C14-1210","0.0208333"
"C14-1210","2020.acl-main.321","0.0208333"
"2020.acl-main.321","C16-1290","0.0208333"
"C16-1290","2020.acl-main.321","0.0208333"
"2020.acl-main.321","D12-1041","0.0208333"
"D12-1041","2020.acl-main.321","0.0208333"
"2020.acl-main.321","D12-1078","0.0208333"
"D12-1078","2020.acl-main.321","0.0208333"
"2020.acl-main.321","D13-1107","0.0208333"
"D13-1107","2020.acl-main.321","0.0208333"
"2020.acl-main.321","D15-1106","0.0208333"
"D15-1106","2020.acl-main.321","0.0208333"
"2020.acl-main.321","D17-1090","0.0208333"
"D17-1090","2020.acl-main.321","0.0208333"
"2020.acl-main.321","D18-1188","0.0208333"
"D18-1188","2020.acl-main.321","0.0208333"
"2020.acl-main.321","E17-1059","0.0208333"
"E17-1059","2020.acl-main.321","0.0208333"
"2020.acl-main.321","K18-1019","0.0208333"
"K18-1019","2020.acl-main.321","0.0208333"
"2020.acl-main.321","N18-1141","0.0208333"
"N18-1141","2020.acl-main.321","0.0208333"
"2020.acl-main.321","N18-1154","0.0208333"
"N18-1154","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P06-1136","0.0208333"
"P06-1136","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P07-1091","0.0208333"
"P07-1091","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P08-1011","0.0208333"
"P08-1011","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P10-2002","0.0208333"
"P10-2002","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P11-1126","0.0208333"
"P11-1126","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P12-1032","0.0208333"
"P12-1032","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P12-2057","0.0208333"
"P12-2057","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P13-1157","0.0208333"
"P13-1157","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P13-2008","0.0208333"
"P13-2008","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P13-2061","0.0208333"
"P13-2061","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P14-1013","0.0208333"
"P14-1013","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P14-1140","0.0208333"
"P14-1140","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P16-1212","0.0208333"
"P16-1212","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P17-1065","0.0208333"
"P17-1065","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P17-1174","0.0208333"
"P17-1174","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P18-1097","0.0208333"
"P18-1097","2020.acl-main.321","0.0208333"
"2020.acl-main.321","P19-1641","0.16369"
"P19-1641","2020.acl-main.321","0.16369"
"2020.acl-main.321","W08-0301","0.16369"
"W08-0301","2020.acl-main.321","0.16369"
"2020.acl-main.321","Y09-1006","0.0208333"
"Y09-1006","2020.acl-main.321","0.0208333"
"2020.acl-main.531","2020.emnlp-main.467","0.0208333"
"2020.emnlp-main.467","2020.acl-main.531","0.0208333"
"2020.acl-main.531","2020.findings-emnlp.139","0.145833"
"2020.findings-emnlp.139","2020.acl-main.531","0.145833"
"2020.acl-main.531","2020.findings-emnlp.217","1.02083"
"2020.findings-emnlp.217","2020.acl-main.531","1.02083"
"2020.acl-main.531","2021.acl-long.157","0.0208333"
"2021.acl-long.157","2020.acl-main.531","0.0208333"
"2020.acl-main.531","2021.acl-long.438","0.354167"
"2021.acl-long.438","2020.acl-main.531","0.354167"
"2020.acl-main.531","2021.emnlp-main.771","0.145833"
"2021.emnlp-main.771","2020.acl-main.531","0.145833"
"2020.acl-main.531","2021.findings-acl.36","0.0208333"
"2021.findings-acl.36","2020.acl-main.531","0.0208333"
"2020.acl-main.531","2021.naacl-main.312","1.27083"
"2021.naacl-main.312","2020.acl-main.531","1.27083"
"2020.acl-main.531","C08-1048","0.0208333"
"C08-1048","2020.acl-main.531","0.0208333"
"2020.acl-main.531","C08-1141","0.0208333"
"C08-1141","2020.acl-main.531","0.0208333"
"2020.acl-main.531","C10-1054","0.0208333"
"C10-1054","2020.acl-main.531","0.0208333"
"2020.acl-main.531","C10-2025","0.0208333"
"C10-2025","2020.acl-main.531","0.0208333"
"2020.acl-main.531","C14-1108","0.145833"
"C14-1108","2020.acl-main.531","0.145833"
"2020.acl-main.531","C14-1210","0.0208333"
"C14-1210","2020.acl-main.531","0.0208333"
"2020.acl-main.531","C16-1290","0.0208333"
"C16-1290","2020.acl-main.531","0.0208333"
