"2003.jeptalnrecital-long.10","duclaye-etal-2002-using","3"
"2021.jeptalnrecital-taln.8","2011.jeptalnrecital-long.36","0.108333"
"2011.jeptalnrecital-long.36","C08-1056","0.0482558"
"C08-1056","2011.jeptalnrecital-long.36","0.0482558"
"2011.jeptalnrecital-long.36","C10-2023","0.0482558"
"C10-2023","2011.jeptalnrecital-long.36","0.0482558"
"2011.jeptalnrecital-long.36","C16-1142","0.0964286"
"C16-1142","2011.jeptalnrecital-long.36","0.0964286"
"2011.jeptalnrecital-long.36","D10-1076","0.0482558"
"D10-1076","2011.jeptalnrecital-long.36","0.0482558"
"2011.jeptalnrecital-long.36","D15-1121","0.025"
"D15-1121","2011.jeptalnrecital-long.36","0.025"
"2011.jeptalnrecital-long.36","E12-1013","0.108333"
"E12-1013","2011.jeptalnrecital-long.36","0.108333"
"2011.jeptalnrecital-long.36","F14-2002","0.108333"
"F14-2002","2011.jeptalnrecital-long.36","0.108333"
"2011.jeptalnrecital-long.36","gahbiche-braham-etal-2012-joint","0.119684"
"gahbiche-braham-etal-2012-joint","2011.jeptalnrecital-long.36","0.119684"
"2011.jeptalnrecital-long.36","max-etal-2010-contrastive","0.103811"
"max-etal-2010-contrastive","2011.jeptalnrecital-long.36","0.103811"
"2011.jeptalnrecital-long.36","W11-2135","0.025"
"W11-2135","2011.jeptalnrecital-long.36","0.025"
"2011.jeptalnrecital-long.36","W12-3141","0.0482558"
"W12-3141","2011.jeptalnrecital-long.36","0.0482558"
"2011.jeptalnrecital-long.36","W13-2204","0.025"
"W13-2204","2011.jeptalnrecital-long.36","0.025"
"2011.jeptalnrecital-long.36","W14-3330","0.0482558"
"W14-3330","2011.jeptalnrecital-long.36","0.0482558"
"2011.jeptalnrecital-long.36","W16-2337","0.0482558"
"W16-2337","2011.jeptalnrecital-long.36","0.0482558"
"2011.jeptalnrecital-long.36","W17-4703","0.0482558"
"W17-4703","2011.jeptalnrecital-long.36","0.0482558"
"2011.jeptalnrecital-long.36","W17-4705","0.108333"
"W17-4705","2011.jeptalnrecital-long.36","0.108333"
"2011.jeptalnrecital-long.36","W18-6315","0.103811"
"W18-6315","2011.jeptalnrecital-long.36","0.103811"
"2011.jeptalnrecital-long.37","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","2011.jeptalnrecital-long.37","0.0482558"
"2011.jeptalnrecital-long.37","2015.jeptalnrecital-long.23","0.136111"
"2015.jeptalnrecital-long.23","2011.jeptalnrecital-long.37","0.136111"
"2011.jeptalnrecital-long.37","2018.jeptalnrecital-long.5","0.0482558"
"2018.jeptalnrecital-long.5","2011.jeptalnrecital-long.37","0.0482558"
"2011.jeptalnrecital-long.37","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","C10-2023","0.298256"
"C10-2023","2011.jeptalnrecital-long.37","0.298256"
"2011.jeptalnrecital-long.37","C16-1142","0.151984"
"C16-1142","2011.jeptalnrecital-long.37","0.151984"
"2011.jeptalnrecital-long.37","D10-1076","0.0482558"
"D10-1076","2011.jeptalnrecital-long.37","0.0482558"
"2011.jeptalnrecital-long.37","D15-1121","0.136111"
"D15-1121","2011.jeptalnrecital-long.37","0.136111"
"2011.jeptalnrecital-long.37","E12-1013","0.025"
"E12-1013","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","gahbiche-braham-etal-2012-joint","0.230796"
"gahbiche-braham-etal-2012-joint","2011.jeptalnrecital-long.37","0.230796"
"2011.jeptalnrecital-long.37","max-etal-2010-contrastive","0.0482558"
"max-etal-2010-contrastive","2011.jeptalnrecital-long.37","0.0482558"
"2011.jeptalnrecital-long.37","W11-2135","0.025"
"W11-2135","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","W12-3141","0.214922"
"W12-3141","2011.jeptalnrecital-long.37","0.214922"
"2011.jeptalnrecital-long.37","W13-2204","0.025"
"W13-2204","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","W14-3330","0.159367"
"W14-3330","2011.jeptalnrecital-long.37","0.159367"
"2011.jeptalnrecital-long.37","W16-2337","0.0482558"
"W16-2337","2011.jeptalnrecital-long.37","0.0482558"
"2011.jeptalnrecital-long.37","W17-4703","0.0482558"
"W17-4703","2011.jeptalnrecital-long.37","0.0482558"
"2011.jeptalnrecital-long.37","W17-4705","0.025"
"W17-4705","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","W18-6315","0.0482558"
"W18-6315","2011.jeptalnrecital-long.37","0.0482558"
"2012.amta-papers.17","2012.eamt-1.62","0.025"
"2012.eamt-1.62","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2014.iwslt-papers.6","0.263095"
"2014.iwslt-papers.6","2012.amta-papers.17","0.263095"
"2012.amta-papers.17","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2015.jeptalnrecital-long.23","0.263095"
"2015.jeptalnrecital-long.23","2012.amta-papers.17","0.263095"
"2012.amta-papers.17","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2021.jeptalnrecital-taln.2","0.167857"
"2021.jeptalnrecital-taln.2","2012.amta-papers.17","0.167857"
"2012.amta-papers.17","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2012.amta-papers.17","0.025"
"2012.amta-papers.17","C08-1056","0.025"
"C08-1056","2012.amta-papers.17","0.025"
"2012.amta-papers.17","C10-2023","0.275"
"C10-2023","2012.amta-papers.17","0.275"
"2012.amta-papers.17","C16-1142","0.025"
"C16-1142","2012.amta-papers.17","0.025"
"2012.amta-papers.17","D10-1076","0.025"
"D10-1076","2012.amta-papers.17","0.025"
"2012.amta-papers.17","D10-1091","0.167857"
"D10-1091","2012.amta-papers.17","0.167857"
"2012.amta-papers.17","D15-1121","0.263095"
"D15-1121","2012.amta-papers.17","0.263095"
"2012.amta-papers.17","E12-1013","1.16786"
"E12-1013","2012.amta-papers.17","1.16786"
"2012.amta-papers.17","F12-2009","0.025"
"F12-2009","2012.amta-papers.17","0.025"
"2012.amta-papers.17","F13-1033","2.525"
"F13-1033","2012.amta-papers.17","2.525"
"2012.amta-papers.17","F14-2002","0.025"
"F14-2002","2012.amta-papers.17","0.025"
"2012.amta-papers.17","gahbiche-braham-etal-2012-joint","0.167857"
"gahbiche-braham-etal-2012-joint","2012.amta-papers.17","0.167857"
"2012.amta-papers.17","max-etal-2010-contrastive","0.025"
"max-etal-2010-contrastive","2012.amta-papers.17","0.025"
"2012.amta-papers.17","W11-2135","0.025"
"W11-2135","2012.amta-papers.17","0.025"
"2012.amta-papers.17","W11-2168","0.358333"
"W11-2168","2012.amta-papers.17","0.358333"
"2012.amta-papers.17","W12-3141","0.0964286"
"W12-3141","2012.amta-papers.17","0.0964286"
"2012.amta-papers.17","W13-2204","0.0964286"
"W13-2204","2012.amta-papers.17","0.0964286"
"2012.amta-papers.17","W14-3330","0.263095"
"W14-3330","2012.amta-papers.17","0.263095"
"2012.amta-papers.17","W16-2337","0.0964286"
"W16-2337","2012.amta-papers.17","0.0964286"
"2012.amta-papers.17","W17-4703","0.025"
"W17-4703","2012.amta-papers.17","0.025"
"2012.amta-papers.17","W17-4705","0.167857"
"W17-4705","2012.amta-papers.17","0.167857"
"2012.amta-papers.17","W18-6315","0.025"
"W18-6315","2012.amta-papers.17","0.025"
"2012.eamt-1.62","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2012.eamt-1.62","0.025"
"2012.eamt-1.62","2014.iwslt-papers.9","0.298256"
"2014.iwslt-papers.9","2012.eamt-1.62","0.298256"
"2012.eamt-1.62","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","2012.eamt-1.62","0.025"
"2012.eamt-1.62","2018.jeptalnrecital-long.5","0.103811"
"2018.jeptalnrecital-long.5","2012.eamt-1.62","0.103811"
"2012.eamt-1.62","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2012.eamt-1.62","0.025"
"2012.eamt-1.62","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2012.eamt-1.62","0.025"
"2012.eamt-1.62","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2012.eamt-1.62","0.025"
"2012.eamt-1.62","2021.jeptalnrecital-taln.8","0.108333"
"2021.jeptalnrecital-taln.8","2012.eamt-1.62","0.108333"
"2012.eamt-1.62","C10-2023","0.0482558"
"C10-2023","2012.eamt-1.62","0.0482558"
"2012.eamt-1.62","C16-1142","0.151984"
"C16-1142","2012.eamt-1.62","0.151984"
"2012.eamt-1.62","D10-1076","0.0815891"
"D10-1076","2012.eamt-1.62","0.0815891"
"2012.eamt-1.62","D15-1121","0.025"
"D15-1121","2012.eamt-1.62","0.025"
"2012.eamt-1.62","E12-1013","0.108333"
"E12-1013","2012.eamt-1.62","0.108333"
"2012.eamt-1.62","gahbiche-braham-etal-2012-joint","0.153018"
"gahbiche-braham-etal-2012-joint","2012.eamt-1.62","0.153018"
"2012.eamt-1.62","max-etal-2010-contrastive","0.103811"
"max-etal-2010-contrastive","2012.eamt-1.62","0.103811"
"2012.eamt-1.62","W11-2135","0.0583333"
"W11-2135","2012.eamt-1.62","0.0583333"
"2012.eamt-1.62","W12-3141","0.137145"
"W12-3141","2012.eamt-1.62","0.137145"
"2012.eamt-1.62","W13-2204","0.0583333"
"W13-2204","2012.eamt-1.62","0.0583333"
"2012.eamt-1.62","W14-3330","0.0815891"
"W14-3330","2012.eamt-1.62","0.0815891"
"2012.eamt-1.62","W16-2337","0.0482558"
"W16-2337","2012.eamt-1.62","0.0482558"
"2012.eamt-1.62","W17-4703","0.0482558"
"W17-4703","2012.eamt-1.62","0.0482558"
"2012.eamt-1.62","W17-4705","0.108333"
"W17-4705","2012.eamt-1.62","0.108333"
"2012.eamt-1.62","W18-6315","0.103811"
"W18-6315","2012.eamt-1.62","0.103811"
"2012.iwslt-papers.20","2013.iwslt-papers.7","1.80833"
"2013.iwslt-papers.7","2012.iwslt-papers.20","1.80833"
"2012.iwslt-papers.20","2014.iwslt-papers.6","1.85833"
"2014.iwslt-papers.6","2012.iwslt-papers.20","1.85833"
"2012.iwslt-papers.20","2014.iwslt-papers.9","1.39167"
"2014.iwslt-papers.9","2012.iwslt-papers.20","1.39167"
"2012.iwslt-papers.20","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2021.jeptalnrecital-taln.8","0.108333"
"2021.jeptalnrecital-taln.8","2012.iwslt-papers.20","0.108333"
"2012.iwslt-papers.20","C08-1056","0.025"
"C08-1056","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","C10-2023","0.025"
"C10-2023","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","C16-1142","0.025"
"C16-1142","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","D10-1076","0.025"
"D10-1076","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","D15-1121","0.025"
"D15-1121","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","E12-1013","0.108333"
"E12-1013","2012.iwslt-papers.20","0.108333"
"2012.iwslt-papers.20","F14-2002","0.308333"
"F14-2002","2012.iwslt-papers.20","0.308333"
"2012.iwslt-papers.20","gahbiche-braham-etal-2012-joint","0.025"
"gahbiche-braham-etal-2012-joint","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","max-etal-2010-contrastive","0.025"
"max-etal-2010-contrastive","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","W11-2135","0.358333"
"W11-2135","2012.iwslt-papers.20","0.358333"
"2012.iwslt-papers.20","W12-3141","0.558333"
"W12-3141","2012.iwslt-papers.20","0.558333"
"2012.iwslt-papers.20","W13-2204","0.025"
"W13-2204","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","W14-3330","0.558333"
"W14-3330","2012.iwslt-papers.20","0.558333"
"2012.iwslt-papers.20","W16-2337","0.025"
"W16-2337","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","W17-4703","0.025"
"W17-4703","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","W17-4705","0.108333"
"W17-4705","2012.iwslt-papers.20","0.108333"
"2012.iwslt-papers.20","W18-6315","0.025"
"W18-6315","2012.iwslt-papers.20","0.025"
"2013.iwslt-papers.7","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","2014.iwslt-papers.9","2.33159"
"2014.iwslt-papers.9","2013.iwslt-papers.7","2.33159"
"2013.iwslt-papers.7","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","2018.jeptalnrecital-long.5","0.0482558"
"2018.jeptalnrecital-long.5","2013.iwslt-papers.7","0.0482558"
"2013.iwslt-papers.7","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","2021.jeptalnrecital-taln.8","0.108333"
"2021.jeptalnrecital-taln.8","2013.iwslt-papers.7","0.108333"
"2013.iwslt-papers.7","C10-2023","0.0482558"
"C10-2023","2013.iwslt-papers.7","0.0482558"
"2013.iwslt-papers.7","C16-1142","0.151984"
"C16-1142","2013.iwslt-papers.7","0.151984"
"2013.iwslt-papers.7","D10-1076","0.0815891"
"D10-1076","2013.iwslt-papers.7","0.0815891"
"2013.iwslt-papers.7","D15-1121","0.025"
"D15-1121","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","E12-1013","0.108333"
"E12-1013","2013.iwslt-papers.7","0.108333"
"2013.iwslt-papers.7","F13-1033","0.414922"
"F13-1033","2013.iwslt-papers.7","0.414922"
"2013.iwslt-papers.7","gahbiche-braham-etal-2012-joint","0.153018"
"gahbiche-braham-etal-2012-joint","2013.iwslt-papers.7","0.153018"
"2013.iwslt-papers.7","max-etal-2010-contrastive","0.0482558"
"max-etal-2010-contrastive","2013.iwslt-papers.7","0.0482558"
"2013.iwslt-papers.7","W11-2135","0.0583333"
"W11-2135","2013.iwslt-papers.7","0.0583333"
"2013.iwslt-papers.7","W11-2168","0.119684"
"W11-2168","2013.iwslt-papers.7","0.119684"
"2013.iwslt-papers.7","W12-3141","0.337145"
"W12-3141","2013.iwslt-papers.7","0.337145"
"2013.iwslt-papers.7","W13-2204","0.0583333"
"W13-2204","2013.iwslt-papers.7","0.0583333"
"2013.iwslt-papers.7","W14-3330","0.781589"
"W14-3330","2013.iwslt-papers.7","0.781589"
"2013.iwslt-papers.7","W16-2337","0.0482558"
"W16-2337","2013.iwslt-papers.7","0.0482558"
"2013.iwslt-papers.7","W17-4703","0.0482558"
"W17-4703","2013.iwslt-papers.7","0.0482558"
"2013.iwslt-papers.7","W17-4705","0.108333"
"W17-4705","2013.iwslt-papers.7","0.108333"
"2013.iwslt-papers.7","W18-6315","0.0482558"
"W18-6315","2013.iwslt-papers.7","0.0482558"
"2014.iwslt-papers.6","2014.iwslt-papers.9","0.101923"
"2014.iwslt-papers.9","2014.iwslt-papers.6","0.101923"
"2014.iwslt-papers.6","2015.jeptalnrecital-long.23","4.89232"
"2015.jeptalnrecital-long.23","2014.iwslt-papers.6","4.89232"
"2014.iwslt-papers.6","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2020.wmt-1.72","0.358333"
"2020.wmt-1.72","2014.iwslt-papers.6","0.358333"
"2014.iwslt-papers.6","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","C08-1056","0.025"
"C08-1056","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","C10-2023","0.0684783"
"C10-2023","2014.iwslt-papers.6","0.0684783"
"2014.iwslt-papers.6","C16-1142","0.025"
"C16-1142","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","D10-1076","0.167857"
"D10-1076","2014.iwslt-papers.6","0.167857"
"2014.iwslt-papers.6","D10-1091","0.191667"
"D10-1091","2014.iwslt-papers.6","0.191667"
"2014.iwslt-papers.6","D15-1121","6.85899"
"D15-1121","2014.iwslt-papers.6","6.85899"
"2014.iwslt-papers.6","E12-1013","0.191667"
"E12-1013","2014.iwslt-papers.6","0.191667"
"2014.iwslt-papers.6","F12-2009","0.025"
"F12-2009","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","F13-1033","1.1454"
"F13-1033","2014.iwslt-papers.6","1.1454"
"2014.iwslt-papers.6","F14-2002","0.025"
"F14-2002","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","gahbiche-braham-etal-2012-joint","0.025"
"gahbiche-braham-etal-2012-joint","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","max-etal-2010-contrastive","0.127302"
"max-etal-2010-contrastive","2014.iwslt-papers.6","0.127302"
"2014.iwslt-papers.6","W11-2135","0.393347"
"W11-2135","2014.iwslt-papers.6","0.393347"
"2014.iwslt-papers.6","W11-2168","0.660635"
"W11-2168","2014.iwslt-papers.6","0.660635"
"2014.iwslt-papers.6","W12-3141","0.19873"
"W12-3141","2014.iwslt-papers.6","0.19873"
"2014.iwslt-papers.6","W13-2204","0.19873"
"W13-2204","2014.iwslt-papers.6","0.19873"
"2014.iwslt-papers.6","W14-3330","1.44232"
"W14-3330","2014.iwslt-papers.6","1.44232"
"2014.iwslt-papers.6","W16-2337","0.173352"
"W16-2337","2014.iwslt-papers.6","0.173352"
"2014.iwslt-papers.6","W17-4703","0.025"
"W17-4703","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","W17-4705","0.025"
"W17-4705","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","W18-6315","0.025"
"W18-6315","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.9","2015.jeptalnrecital-long.23","0.101923"
"2015.jeptalnrecital-long.23","2014.iwslt-papers.9","0.101923"
"2014.iwslt-papers.9","2018.jeptalnrecital-long.5","0.0482558"
"2018.jeptalnrecital-long.5","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2021.jeptalnrecital-taln.8","0.108333"
"2021.jeptalnrecital-taln.8","2014.iwslt-papers.9","0.108333"
"2014.iwslt-papers.9","C08-1056","0.0482558"
"C08-1056","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","C10-2023","0.0482558"
"C10-2023","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","C16-1142","0.025"
"C16-1142","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","D10-1076","0.0482558"
"D10-1076","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","D10-1091","0.0482558"
"D10-1091","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","D15-1121","0.101923"
"D15-1121","2014.iwslt-papers.9","0.101923"
"2014.iwslt-papers.9","E12-1013","0.108333"
"E12-1013","2014.iwslt-papers.9","0.108333"
"2014.iwslt-papers.9","F12-2009","0.298256"
"F12-2009","2014.iwslt-papers.9","0.298256"
"2014.iwslt-papers.9","F13-1033","0.125179"
"F13-1033","2014.iwslt-papers.9","0.125179"
"2014.iwslt-papers.9","F14-2002","1.80833"
"F14-2002","2014.iwslt-papers.9","1.80833"
"2014.iwslt-papers.9","gahbiche-braham-etal-2012-joint","0.0482558"
"gahbiche-braham-etal-2012-joint","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","max-etal-2010-contrastive","0.0482558"
"max-etal-2010-contrastive","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","W11-2135","0.025"
"W11-2135","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","W11-2168","0.0482558"
"W11-2168","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","W12-3141","0.581589"
"W12-3141","2014.iwslt-papers.9","0.581589"
"2014.iwslt-papers.9","W13-2204","0.025"
"W13-2204","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","W14-3330","0.658512"
"W14-3330","2014.iwslt-papers.9","0.658512"
"2014.iwslt-papers.9","W16-2337","0.191846"
"W16-2337","2014.iwslt-papers.9","0.191846"
"2014.iwslt-papers.9","W17-4703","0.0482558"
"W17-4703","2014.iwslt-papers.9","0.0482558"
"2014.iwslt-papers.9","W17-4705","0.108333"
"W17-4705","2014.iwslt-papers.9","0.108333"
"2014.iwslt-papers.9","W18-6315","0.114922"
"W18-6315","2014.iwslt-papers.9","0.114922"
"2015.jeptalnrecital-long.23","2018.jeptalnrecital-long.5","0.15"
"2018.jeptalnrecital-long.5","2015.jeptalnrecital-long.23","0.15"
"2015.jeptalnrecital-long.23","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","2020.wmt-1.72","0.358333"
"2020.wmt-1.72","2015.jeptalnrecital-long.23","0.358333"
"2015.jeptalnrecital-long.23","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","C08-1056","0.025"
"C08-1056","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","C10-2023","0.0684783"
"C10-2023","2015.jeptalnrecital-long.23","0.0684783"
"2015.jeptalnrecital-long.23","C16-1142","0.025"
"C16-1142","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","D10-1076","0.15"
"D10-1076","2015.jeptalnrecital-long.23","0.15"
"2015.jeptalnrecital-long.23","D10-1091","0.025"
"D10-1091","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","D15-1121","4.30343"
"D15-1121","2015.jeptalnrecital-long.23","4.30343"
"2015.jeptalnrecital-long.23","E12-1013","0.025"
"E12-1013","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","F12-2009","0.025"
"F12-2009","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","F13-1033","0.714846"
"F13-1033","2015.jeptalnrecital-long.23","0.714846"
"2015.jeptalnrecital-long.23","F14-2002","0.025"
"F14-2002","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","gahbiche-braham-etal-2012-joint","0.025"
"gahbiche-braham-etal-2012-joint","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","max-etal-2010-contrastive","0.127302"
"max-etal-2010-contrastive","2015.jeptalnrecital-long.23","0.127302"
"2015.jeptalnrecital-long.23","W11-2135","0.25049"
"W11-2135","2015.jeptalnrecital-long.23","0.25049"
"2015.jeptalnrecital-long.23","W11-2168","0.493968"
"W11-2168","2015.jeptalnrecital-long.23","0.493968"
"2015.jeptalnrecital-long.23","W12-3141","0.309841"
"W12-3141","2015.jeptalnrecital-long.23","0.309841"
"2015.jeptalnrecital-long.23","W13-2204","0.19873"
"W13-2204","2015.jeptalnrecital-long.23","0.19873"
"2015.jeptalnrecital-long.23","W14-3330","0.44232"
"W14-3330","2015.jeptalnrecital-long.23","0.44232"
"2015.jeptalnrecital-long.23","W16-2337","0.173352"
"W16-2337","2015.jeptalnrecital-long.23","0.173352"
"2015.jeptalnrecital-long.23","W17-4703","0.025"
"W17-4703","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","W17-4705","0.15"
"W17-4705","2015.jeptalnrecital-long.23","0.15"
"2015.jeptalnrecital-long.23","W18-6315","0.15"
"W18-6315","2015.jeptalnrecital-long.23","0.15"
"2018.jeptalnrecital-long.5","2020.wmt-1.63","0.234524"
"2020.wmt-1.63","2018.jeptalnrecital-long.5","0.234524"
"2018.jeptalnrecital-long.5","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","2021.jeptalnrecital-taln.2","0.775"
"2021.jeptalnrecital-taln.2","2018.jeptalnrecital-long.5","0.775"
"2018.jeptalnrecital-long.5","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","C08-1056","0.0482558"
"C08-1056","2018.jeptalnrecital-long.5","0.0482558"
"2018.jeptalnrecital-long.5","C10-2023","0.0482558"
"C10-2023","2018.jeptalnrecital-long.5","0.0482558"
"2018.jeptalnrecital-long.5","C16-1142","0.025"
"C16-1142","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","D10-1076","0.173256"
"D10-1076","2018.jeptalnrecital-long.5","0.173256"
"2018.jeptalnrecital-long.5","D10-1091","0.0482558"
"D10-1091","2018.jeptalnrecital-long.5","0.0482558"
"2018.jeptalnrecital-long.5","D15-1121","0.025"
