"2003.jeptalnrecital-long.10","duclaye-etal-2002-using","3"
"2021.mtsummit-research.21","2015.iwslt-papers.10","0.103175"
"2015.iwslt-papers.10","C08-1056","0.570875"
"C08-1056","2015.iwslt-papers.10","0.570875"
"2015.iwslt-papers.10","D10-1091","0.0708749"
"D10-1091","2015.iwslt-papers.10","0.0708749"
"2015.iwslt-papers.10","F12-2009","0.12643"
"F12-2009","2015.iwslt-papers.10","0.12643"
"2015.iwslt-papers.10","F14-2002","0.047619"
"F14-2002","2015.iwslt-papers.10","0.047619"
"2015.iwslt-papers.10","N16-1121","0.103175"
"N16-1121","2015.iwslt-papers.10","0.103175"
"2015.iwslt-papers.10","N16-3006","0.0708749"
"N16-3006","2015.iwslt-papers.10","0.0708749"
"2015.iwslt-papers.10","W12-4201","0.0708749"
"W12-4201","2015.iwslt-papers.10","0.0708749"
"2015.iwslt-papers.10","W14-3307","0.0708749"
"W14-3307","2015.iwslt-papers.10","0.0708749"
"2015.iwslt-papers.10","W15-3012","0.181986"
"W15-3012","2015.iwslt-papers.10","0.181986"
"2015.iwslt-papers.10","W16-1203","0.047619"
"W16-1203","2015.iwslt-papers.10","0.047619"
"2015.iwslt-papers.10","W16-1205","0.103175"
"W16-1205","2015.iwslt-papers.10","0.103175"
"2020.amta-research.6","2020.findings-emnlp.147","2.59206"
"2020.findings-emnlp.147","2020.amta-research.6","2.59206"
"2020.amta-research.6","2021.emnlp-main.665","1.70317"
"2021.emnlp-main.665","2020.amta-research.6","1.70317"
"2020.amta-research.6","2021.mtsummit-research.21","3.69484"
"2021.mtsummit-research.21","2020.amta-research.6","3.69484"
"2020.amta-research.6","C08-1056","0.047619"
"C08-1056","2020.amta-research.6","0.047619"
"2020.amta-research.6","D10-1091","0.0809524"
"D10-1091","2020.amta-research.6","0.0809524"
"2020.amta-research.6","F12-2009","0.692064"
"F12-2009","2020.amta-research.6","0.692064"
"2020.amta-research.6","F14-2002","0.047619"
"F14-2002","2020.amta-research.6","0.047619"
"2020.amta-research.6","N16-1121","0.103175"
"N16-1121","2020.amta-research.6","0.103175"
"2020.amta-research.6","N16-3006","0.103175"
"N16-3006","2020.amta-research.6","0.103175"
"2020.amta-research.6","W12-4201","0.047619"
"W12-4201","2020.amta-research.6","0.047619"
"2020.amta-research.6","W14-3307","0.414286"
"W14-3307","2020.amta-research.6","0.414286"
"2020.amta-research.6","W15-3012","0.380952"
"W15-3012","2020.amta-research.6","0.380952"
"2020.amta-research.6","W16-1203","0.047619"
"W16-1203","2020.amta-research.6","0.047619"
"2020.amta-research.6","W16-1205","0.80873"
"W16-1205","2020.amta-research.6","0.80873"
"2020.findings-emnlp.147","2021.emnlp-main.665","4.70317"
"2021.emnlp-main.665","2020.findings-emnlp.147","4.70317"
"2020.findings-emnlp.147","2021.mtsummit-research.21","2.60317"
"2021.mtsummit-research.21","2020.findings-emnlp.147","2.60317"
"2020.findings-emnlp.147","C08-1056","0.047619"
"C08-1056","2020.findings-emnlp.147","0.047619"
"2020.findings-emnlp.147","D10-1091","0.047619"
"D10-1091","2020.findings-emnlp.147","0.047619"
"2020.findings-emnlp.147","F12-2009","0.40873"
"F12-2009","2020.findings-emnlp.147","0.40873"
"2020.findings-emnlp.147","F14-2002","0.047619"
"F14-2002","2020.findings-emnlp.147","0.047619"
"2020.findings-emnlp.147","N16-1121","0.103175"
"N16-1121","2020.findings-emnlp.147","0.103175"
"2020.findings-emnlp.147","N16-3006","0.103175"
"N16-3006","2020.findings-emnlp.147","0.103175"
"2020.findings-emnlp.147","W12-4201","0.047619"
"W12-4201","2020.findings-emnlp.147","0.047619"
"2020.findings-emnlp.147","W14-3307","0.047619"
"W14-3307","2020.findings-emnlp.147","0.047619"
"2020.findings-emnlp.147","W15-3012","0.297619"
"W15-3012","2020.findings-emnlp.147","0.297619"
"2020.findings-emnlp.147","W16-1203","0.047619"
"W16-1203","2020.findings-emnlp.147","0.047619"
"2020.findings-emnlp.147","W16-1205","0.55873"
"W16-1205","2020.findings-emnlp.147","0.55873"
"2021.emnlp-main.665","2021.mtsummit-research.21","2.64762"
"2021.mtsummit-research.21","2021.emnlp-main.665","2.64762"
"2021.emnlp-main.665","C08-1056","0.047619"
"C08-1056","2021.emnlp-main.665","0.047619"
"2021.emnlp-main.665","F14-2002","0.047619"
"F14-2002","2021.emnlp-main.665","0.047619"
"2021.emnlp-main.665","N16-1121","0.047619"
"N16-1121","2021.emnlp-main.665","0.047619"
"2021.emnlp-main.665","N16-3006","0.103175"
"N16-3006","2021.emnlp-main.665","0.103175"
"2021.emnlp-main.665","W12-4201","0.047619"
"W12-4201","2021.emnlp-main.665","0.047619"
"2021.emnlp-main.665","W14-3307","0.047619"
"W14-3307","2021.emnlp-main.665","0.047619"
"2021.emnlp-main.665","W16-1203","0.047619"
"W16-1203","2021.emnlp-main.665","0.047619"
"2021.emnlp-main.665","W16-1205","1.16984"
"W16-1205","2021.emnlp-main.665","1.16984"
"2021.mtsummit-research.21","C08-1056","0.047619"
"C08-1056","2021.mtsummit-research.21","0.047619"
"2021.mtsummit-research.21","D10-1091","0.0809524"
"D10-1091","2021.mtsummit-research.21","0.0809524"
"2021.mtsummit-research.21","F12-2009","0.136508"
"F12-2009","2021.mtsummit-research.21","0.136508"
"2021.mtsummit-research.21","F14-2002","0.047619"
"F14-2002","2021.mtsummit-research.21","0.047619"
"2021.mtsummit-research.21","N16-1121","0.103175"
"N16-1121","2021.mtsummit-research.21","0.103175"
"2021.mtsummit-research.21","N16-3006","0.047619"
"N16-3006","2021.mtsummit-research.21","0.047619"
"2021.mtsummit-research.21","W12-4201","0.047619"
"W12-4201","2021.mtsummit-research.21","0.047619"
"2021.mtsummit-research.21","W14-3307","0.0809524"
"W14-3307","2021.mtsummit-research.21","0.0809524"
"2021.mtsummit-research.21","W15-3012","0.047619"
"W15-3012","2021.mtsummit-research.21","0.047619"
"2021.mtsummit-research.21","W16-1203","0.047619"
"W16-1203","2021.mtsummit-research.21","0.047619"
"2021.mtsummit-research.21","W16-1205","0.169841"
"W16-1205","2021.mtsummit-research.21","0.169841"
"C08-1056","D10-1091","0.0958749"
"D10-1091","C08-1056","0.0958749"
"C08-1056","F12-2009","0.0958749"
"F12-2009","C08-1056","0.0958749"
"C08-1056","F14-2002","0.0726191"
"F14-2002","C08-1056","0.0726191"
"C08-1056","N16-1121","0.047619"
"N16-1121","C08-1056","0.047619"
"C08-1056","N16-3006","0.0708749"
"N16-3006","C08-1056","0.0708749"
"C08-1056","W12-4201","0.0708749"
"W12-4201","C08-1056","0.0708749"
"C08-1056","W14-3307","0.0708749"
"W14-3307","C08-1056","0.0708749"
"C08-1056","W15-3012","0.0708749"
"W15-3012","C08-1056","0.0708749"
"C08-1056","W16-1203","0.047619"
"W16-1203","C08-1056","0.047619"
"C08-1056","W16-1205","0.047619"
"W16-1205","C08-1056","0.047619"
"D10-1091","F14-2002","0.0726191"
"F14-2002","D10-1091","0.0726191"
"D10-1091","N16-1121","0.047619"
"N16-1121","D10-1091","0.047619"
"D10-1091","N16-3006","0.270875"
"N16-3006","D10-1091","0.270875"
"D10-1091","W12-4201","0.0708749"
"W12-4201","D10-1091","0.0708749"
"D10-1091","W14-3307","0.104208"
"W14-3307","D10-1091","0.104208"
"D10-1091","W16-1203","0.047619"
"W16-1203","D10-1091","0.047619"
"D10-1091","W16-1205","0.047619"
"W16-1205","D10-1091","0.047619"
"F12-2009","F14-2002","0.322619"
"F14-2002","F12-2009","0.322619"
"F12-2009","N16-1121","0.103175"
"N16-1121","F12-2009","0.103175"
"F12-2009","N16-3006","0.564526"
"N16-3006","F12-2009","0.564526"
"F12-2009","W12-4201","0.0708749"
"W12-4201","F12-2009","0.0708749"
"F12-2009","W14-3307","0.104208"
"W14-3307","F12-2009","0.104208"
"F12-2009","W16-1203","0.047619"
"W16-1203","F12-2009","0.047619"
"F12-2009","W16-1205","0.40873"
"W16-1205","F12-2009","0.40873"
"F14-2002","N16-1121","0.047619"
"N16-1121","F14-2002","0.047619"
"F14-2002","N16-3006","0.547619"
"N16-3006","F14-2002","0.547619"
"F14-2002","W12-4201","0.047619"
"W12-4201","F14-2002","0.047619"
"F14-2002","W14-3307","0.047619"
"W14-3307","F14-2002","0.047619"
"F14-2002","W15-3012","0.047619"
"W15-3012","F14-2002","0.047619"
"F14-2002","W16-1203","0.047619"
"W16-1203","F14-2002","0.047619"
"F14-2002","W16-1205","0.047619"
"W16-1205","F14-2002","0.047619"
"N16-1121","N16-3006","0.047619"
"N16-3006","N16-1121","0.047619"
"N16-1121","W12-4201","0.047619"
"W12-4201","N16-1121","0.047619"
"N16-1121","W14-3307","0.047619"
"W14-3307","N16-1121","0.047619"
"N16-1121","W15-3012","0.047619"
"W15-3012","N16-1121","0.047619"
"N16-1121","W16-1203","4.82381"
"W16-1203","N16-1121","4.82381"
"N16-1121","W16-1205","2.30317"
"W16-1205","N16-1121","2.30317"
"N16-3006","W12-4201","0.0708749"
"W12-4201","N16-3006","0.0708749"
"N16-3006","W14-3307","0.0708749"
"W14-3307","N16-3006","0.0708749"
"N16-3006","W15-3012","0.0708749"
"W15-3012","N16-3006","0.0708749"
"N16-3006","W16-1203","0.047619"
"W16-1203","N16-3006","0.047619"
"N16-3006","W16-1205","0.603175"
"W16-1205","N16-3006","0.603175"
"W12-4201","W14-3307","0.0708749"
"W14-3307","W12-4201","0.0708749"
"W12-4201","W15-3012","0.404208"
"W15-3012","W12-4201","0.404208"
"W12-4201","W16-1203","0.047619"
"W16-1203","W12-4201","0.047619"
"W12-4201","W16-1205","0.047619"
"W16-1205","W12-4201","0.047619"
"W14-3307","W15-3012","3.55245"
"W15-3012","W14-3307","3.55245"
"W14-3307","W16-1203","0.047619"
"W16-1203","W14-3307","0.047619"
"W14-3307","W16-1205","0.047619"
"W16-1205","W14-3307","0.047619"
"W15-3012","W16-1203","0.047619"
"W16-1203","W15-3012","0.047619"
"W15-3012","W16-1205","0.047619"
"W16-1205","W15-3012","0.047619"
"W16-1203","W16-1205","2.05714"
"W16-1205","W16-1203","2.05714"
"2008.jeptalnrecital-long.13","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2011.iwslt-evaluation.7","0.025"
"2011.iwslt-evaluation.7","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","C10-2023","0.025"
"C10-2023","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","C16-1142","0.025"
"C16-1142","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","D10-1076","0.025"
"D10-1076","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","D15-1121","0.025"
"D15-1121","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","E12-1013","0.025"
"E12-1013","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","gahbiche-braham-etal-2012-joint","0.025"
"gahbiche-braham-etal-2012-joint","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","max-etal-2010-contrastive","0.025"
"max-etal-2010-contrastive","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W11-2135","0.025"
"W11-2135","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W12-3141","0.025"
"W12-3141","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W13-2204","0.025"
"W13-2204","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W14-3330","0.025"
"W14-3330","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W16-2337","0.025"
"W16-2337","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W17-4703","0.025"
"W17-4703","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W17-4705","0.025"
"W17-4705","2008.jeptalnrecital-long.13","0.025"
"2008.jeptalnrecital-long.13","W18-6315","0.025"
"W18-6315","2008.jeptalnrecital-long.13","0.025"
"2009.jeptalnrecital-court.28","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2011.eamt-1.33","0.0684783"
"2011.eamt-1.33","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2011.iwslt-evaluation.7","0.0684783"
"2011.iwslt-evaluation.7","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2013.iwslt-papers.7","0.025"
"2013.iwslt-papers.7","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2014.iwslt-papers.6","1.06848"
"2014.iwslt-papers.6","2009.jeptalnrecital-court.28","1.06848"
"2009.jeptalnrecital-court.28","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2015.jeptalnrecital-long.23","0.0684783"
"2015.jeptalnrecital-long.23","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","2018.jeptalnrecital-long.5","0.0805556"
"2018.jeptalnrecital-long.5","2009.jeptalnrecital-court.28","0.0805556"
"2009.jeptalnrecital-court.28","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","C08-1056","0.025"
"C08-1056","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","C10-2023","0.0684783"
"C10-2023","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","C16-1142","0.025"
"C16-1142","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","D10-1076","0.025"
"D10-1076","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","D15-1121","0.0684783"
"D15-1121","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","E12-1013","0.025"
"E12-1013","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","F14-2002","0.025"
"F14-2002","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","gahbiche-braham-etal-2012-joint","0.025"
"gahbiche-braham-etal-2012-joint","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","max-etal-2010-contrastive","0.457367"
"max-etal-2010-contrastive","2009.jeptalnrecital-court.28","0.457367"
"2009.jeptalnrecital-court.28","W11-2135","0.025"
"W11-2135","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","W12-3141","0.0684783"
"W12-3141","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","W13-2204","0.0684783"
"W13-2204","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","W14-3330","0.0684783"
"W14-3330","2009.jeptalnrecital-court.28","0.0684783"
"2009.jeptalnrecital-court.28","W16-2337","0.358333"
"W16-2337","2009.jeptalnrecital-court.28","0.358333"
"2009.jeptalnrecital-court.28","W17-4703","0.025"
"W17-4703","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","W17-4705","0.025"
"W17-4705","2009.jeptalnrecital-court.28","0.025"
"2009.jeptalnrecital-court.28","W18-6315","0.0805556"
"W18-6315","2009.jeptalnrecital-court.28","0.0805556"
"2010.amta-papers.18","2011.eamt-1.33","0.0583333"
"2011.eamt-1.33","2010.amta-papers.18","0.0583333"
"2010.amta-papers.18","2011.iwslt-evaluation.7","0.0583333"
"2011.iwslt-evaluation.7","2010.amta-papers.18","0.0583333"
"2010.amta-papers.18","2011.jeptalnrecital-long.36","0.025"
"2011.jeptalnrecital-long.36","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2012.amta-papers.17","0.025"
"2012.amta-papers.17","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2014.iwslt-papers.6","0.025"
"2014.iwslt-papers.6","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2015.jeptalnrecital-long.23","0.025"
"2015.jeptalnrecital-long.23","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2010.amta-papers.18","0.025"
"2010.amta-papers.18","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2010.amta-papers.18","0.025"
"2010.amta-papers.18","C10-2023","0.025"
"C10-2023","2010.amta-papers.18","0.025"
"2010.amta-papers.18","C16-1142","0.0805556"
"C16-1142","2010.amta-papers.18","0.0805556"
"2010.amta-papers.18","D10-1076","0.0583333"
"D10-1076","2010.amta-papers.18","0.0583333"
"2010.amta-papers.18","D15-1121","0.025"
"D15-1121","2010.amta-papers.18","0.025"
"2010.amta-papers.18","E12-1013","0.025"
"E12-1013","2010.amta-papers.18","0.025"
"2010.amta-papers.18","F13-1033","0.0583333"
"F13-1033","2010.amta-papers.18","0.0583333"
"2010.amta-papers.18","gahbiche-braham-etal-2012-joint","0.558333"
"gahbiche-braham-etal-2012-joint","2010.amta-papers.18","0.558333"
"2010.amta-papers.18","max-etal-2010-contrastive","0.025"
"max-etal-2010-contrastive","2010.amta-papers.18","0.025"
"2010.amta-papers.18","W11-2135","0.0583333"
"W11-2135","2010.amta-papers.18","0.0583333"
"2010.amta-papers.18","W11-2168","0.225"
"W11-2168","2010.amta-papers.18","0.225"
"2010.amta-papers.18","W12-3141","0.113889"
"W12-3141","2010.amta-papers.18","0.113889"
"2010.amta-papers.18","W13-2204","0.0583333"
"W13-2204","2010.amta-papers.18","0.0583333"
"2010.amta-papers.18","W14-3330","0.0583333"
"W14-3330","2010.amta-papers.18","0.0583333"
"2010.amta-papers.18","W16-2337","0.025"
"W16-2337","2010.amta-papers.18","0.025"
"2010.amta-papers.18","W17-4703","0.025"
"W17-4703","2010.amta-papers.18","0.025"
"2010.amta-papers.18","W17-4705","0.025"
"W17-4705","2010.amta-papers.18","0.025"
"2010.amta-papers.18","W18-6315","0.025"
"W18-6315","2010.amta-papers.18","0.025"
"2011.eamt-1.33","2011.iwslt-evaluation.15","0.0583333"
"2011.iwslt-evaluation.15","2011.eamt-1.33","0.0583333"
"2011.eamt-1.33","2011.iwslt-evaluation.7","0.101812"
"2011.iwslt-evaluation.7","2011.eamt-1.33","0.101812"
"2011.eamt-1.33","2011.jeptalnrecital-long.36","0.025"
"2011.jeptalnrecital-long.36","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2011.jeptalnrecital-long.37","0.025"
"2011.jeptalnrecital-long.37","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2012.amta-papers.17","1.025"
"2012.amta-papers.17","2011.eamt-1.33","1.025"
"2011.eamt-1.33","2012.eamt-1.62","0.0583333"
"2012.eamt-1.62","2011.eamt-1.33","0.0583333"
"2011.eamt-1.33","2012.iwslt-papers.20","0.025"
"2012.iwslt-papers.20","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2013.iwslt-papers.7","0.0583333"
"2013.iwslt-papers.7","2011.eamt-1.33","0.0583333"
"2011.eamt-1.33","2014.iwslt-papers.6","0.235145"
"2014.iwslt-papers.6","2011.eamt-1.33","0.235145"
"2011.eamt-1.33","2014.iwslt-papers.9","0.025"
"2014.iwslt-papers.9","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2015.jeptalnrecital-long.23","0.235145"
"2015.jeptalnrecital-long.23","2011.eamt-1.33","0.235145"
"2011.eamt-1.33","2018.jeptalnrecital-long.5","0.025"
"2018.jeptalnrecital-long.5","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2020.wmt-1.63","0.025"
"2020.wmt-1.63","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2020.wmt-1.72","0.025"
"2020.wmt-1.72","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2021.jeptalnrecital-taln.2","0.025"
"2021.jeptalnrecital-taln.2","2011.eamt-1.33","0.025"
"2011.eamt-1.33","2021.jeptalnrecital-taln.8","0.025"
"2021.jeptalnrecital-taln.8","2011.eamt-1.33","0.025"
"2011.eamt-1.33","C08-1056","0.025"
"C08-1056","2011.eamt-1.33","0.025"
"2011.eamt-1.33","C10-2023","0.0684783"
"C10-2023","2011.eamt-1.33","0.0684783"
"2011.eamt-1.33","C16-1142","0.025"
"C16-1142","2011.eamt-1.33","0.025"
"2011.eamt-1.33","D10-1076","0.0583333"
"D10-1076","2011.eamt-1.33","0.0583333"
"2011.eamt-1.33","D10-1091","0.0583333"
"D10-1091","2011.eamt-1.33","0.0583333"
"2011.eamt-1.33","D15-1121","0.235145"
"D15-1121","2011.eamt-1.33","0.235145"
"2011.eamt-1.33","E12-1013","0.025"
"E12-1013","2011.eamt-1.33","0.025"
"2011.eamt-1.33","F12-2009","0.0583333"
