"1993.iwpt-1.24","W93-0109","4"
"cho-etal-2014-corpus","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","E09-1040","0.025"
"E09-1040","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","E14-4009","0.025"
"E14-4009","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","N07-2006","0.275"
"N07-2006","2003.mtsummit-papers.53","0.275"
"2003.mtsummit-papers.53","N09-2038","0.025"
"N09-2038","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W11-2142","0.025"
"W11-2142","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W11-2145","0.025"
"W11-2145","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W12-3144","0.025"
"W12-3144","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W13-0805","0.225"
"W13-0805","2003.mtsummit-papers.53","0.225"
"2003.mtsummit-papers.53","W13-2210","0.025"
"W13-2210","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W14-3313","0.025"
"W14-3313","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W15-3008","0.025"
"W15-3008","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W15-3030","0.025"
"W15-3030","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W16-2208","0.025"
"W16-2208","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","W17-3202","0.025"
"W17-3202","2003.mtsummit-papers.53","0.025"
"2003.mtsummit-papers.53","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2003.mtsummit-papers.53","0.025"
"2004.iwslt-evaluation.11","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","C16-1292","0.025"
"C16-1292","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","E09-1040","0.025"
"E09-1040","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","E14-4009","0.025"
"E14-4009","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","N07-2006","0.4"
"N07-2006","2004.iwslt-evaluation.11","0.4"
"2004.iwslt-evaluation.11","N09-2038","0.025"
"N09-2038","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W11-2142","0.025"
"W11-2142","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W11-2145","0.025"
"W11-2145","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W12-3144","0.025"
"W12-3144","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W13-0805","0.225"
"W13-0805","2004.iwslt-evaluation.11","0.225"
"2004.iwslt-evaluation.11","W13-2210","0.025"
"W13-2210","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W14-3313","0.025"
"W14-3313","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W15-3008","0.025"
"W15-3008","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W15-3030","0.025"
"W15-3030","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W16-2208","0.025"
"W16-2208","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","W17-3202","0.025"
"W17-3202","2004.iwslt-evaluation.11","0.025"
"2004.iwslt-evaluation.11","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2004.iwslt-evaluation.11","0.025"
"2005.eamt-1.18","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2005.eamt-1.18","0.025"
"2005.eamt-1.18","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2005.eamt-1.18","0.025"
"2005.eamt-1.18","C04-1114","0.025"
"C04-1114","2005.eamt-1.18","0.025"
"2005.eamt-1.18","C16-1292","0.025"
"C16-1292","2005.eamt-1.18","0.025"
"2005.eamt-1.18","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2005.eamt-1.18","0.025"
"2005.eamt-1.18","E09-1040","1.025"
"E09-1040","2005.eamt-1.18","1.025"
"2005.eamt-1.18","E14-4009","0.025"
"E14-4009","2005.eamt-1.18","0.025"
"2005.eamt-1.18","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2005.eamt-1.18","0.025"
"2005.eamt-1.18","N07-2006","0.15"
"N07-2006","2005.eamt-1.18","0.15"
"2005.eamt-1.18","N09-2038","0.025"
"N09-2038","2005.eamt-1.18","0.025"
"2005.eamt-1.18","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W11-2142","0.025"
"W11-2142","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W11-2145","0.025"
"W11-2145","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W12-3144","0.025"
"W12-3144","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W13-0805","0.025"
"W13-0805","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W13-2210","0.025"
"W13-2210","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W14-3313","0.025"
"W14-3313","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W15-3008","0.025"
"W15-3008","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W15-3030","0.025"
"W15-3030","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W16-2208","0.025"
"W16-2208","2005.eamt-1.18","0.025"
"2005.eamt-1.18","W17-3202","0.025"
"W17-3202","2005.eamt-1.18","0.025"
"2005.eamt-1.18","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2005.eamt-1.18","0.025"
"2005.eamt-1.19","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2005.eamt-1.19","0.025"
"2005.eamt-1.19","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2005.eamt-1.19","0.025"
"2005.eamt-1.19","C16-1292","0.025"
"C16-1292","2005.eamt-1.19","0.025"
"2005.eamt-1.19","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2005.eamt-1.19","0.025"
"2005.eamt-1.19","E09-1040","0.025"
"E09-1040","2005.eamt-1.19","0.025"
"2005.eamt-1.19","E14-4009","0.025"
"E14-4009","2005.eamt-1.19","0.025"
"2005.eamt-1.19","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2005.eamt-1.19","0.025"
"2005.eamt-1.19","N07-2006","0.15"
"N07-2006","2005.eamt-1.19","0.15"
"2005.eamt-1.19","N09-2038","1.025"
"N09-2038","2005.eamt-1.19","1.025"
"2005.eamt-1.19","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W11-2142","0.025"
"W11-2142","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W11-2145","0.025"
"W11-2145","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W12-3144","0.025"
"W12-3144","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W13-0805","0.025"
"W13-0805","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W13-2210","0.025"
"W13-2210","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W14-3313","0.025"
"W14-3313","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W15-3008","0.025"
"W15-3008","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W15-3030","0.025"
"W15-3030","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W16-2208","0.025"
"W16-2208","2005.eamt-1.19","0.025"
"2005.eamt-1.19","W17-3202","0.025"
"W17-3202","2005.eamt-1.19","0.025"
"2005.eamt-1.19","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2005.eamt-1.19","0.025"
"2005.iwslt-1.6","2006.eamt-1.12","0.167857"
"2006.eamt-1.12","2005.iwslt-1.6","0.167857"
"2005.iwslt-1.6","2006.iwslt-evaluation.20","0.0805556"
"2006.iwslt-evaluation.20","2005.iwslt-1.6","0.0805556"
"2005.iwslt-1.6","2007.iwslt-1.4","1.19167"
"2007.iwslt-1.4","2005.iwslt-1.6","1.19167"
"2005.iwslt-1.6","2007.mtsummit-papers.22","0.691667"
"2007.mtsummit-papers.22","2005.iwslt-1.6","0.691667"
"2005.iwslt-1.6","2011.iwslt-evaluation.15","0.139379"
"2011.iwslt-evaluation.15","2005.iwslt-1.6","0.139379"
"2005.iwslt-1.6","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","2013.iwslt-evaluation.16","0.282236"
"2013.iwslt-evaluation.16","2005.iwslt-1.6","0.282236"
"2005.iwslt-1.6","2014.iwslt-evaluation.7","0.282236"
"2014.iwslt-evaluation.7","2005.iwslt-1.6","0.282236"
"2005.iwslt-1.6","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","C04-1114","0.025"
"C04-1114","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","C16-1292","0.167857"
"C16-1292","2005.iwslt-1.6","0.167857"
"2005.iwslt-1.6","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","E09-1040","0.025"
"E09-1040","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","E14-4009","0.025"
"E14-4009","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","N07-2006","0.566667"
"N07-2006","2005.iwslt-1.6","0.566667"
"2005.iwslt-1.6","N09-2038","0.191667"
"N09-2038","2005.iwslt-1.6","0.191667"
"2005.iwslt-1.6","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","W11-2142","0.139379"
"W11-2142","2005.iwslt-1.6","0.139379"
"2005.iwslt-1.6","W11-2145","0.025"
"W11-2145","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","W12-3144","0.025"
"W12-3144","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","W13-0805","0.225"
"W13-0805","2005.iwslt-1.6","0.225"
"2005.iwslt-1.6","W13-2210","0.025"
"W13-2210","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","W14-3313","0.0838235"
"W14-3313","2005.iwslt-1.6","0.0838235"
"2005.iwslt-1.6","W15-3008","0.139379"
"W15-3008","2005.iwslt-1.6","0.139379"
"2005.iwslt-1.6","W15-3030","0.0805556"
"W15-3030","2005.iwslt-1.6","0.0805556"
"2005.iwslt-1.6","W16-2208","0.0805556"
"W16-2208","2005.iwslt-1.6","0.0805556"
"2005.iwslt-1.6","W17-3202","0.025"
"W17-3202","2005.iwslt-1.6","0.025"
"2005.iwslt-1.6","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2005.iwslt-1.6","0.025"
"2005.iwslt-1.7","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","2007.iwslt-1.4","0.225"
"2007.iwslt-1.4","2005.iwslt-1.7","0.225"
"2005.iwslt-1.7","2007.mtsummit-papers.22","0.558333"
"2007.mtsummit-papers.22","2005.iwslt-1.7","0.558333"
"2005.iwslt-1.7","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","C16-1292","0.025"
"C16-1292","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","E09-1040","0.025"
"E09-1040","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","E14-4009","0.025"
"E14-4009","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","N07-2006","0.683333"
"N07-2006","2005.iwslt-1.7","0.683333"
"2005.iwslt-1.7","N09-2038","0.225"
"N09-2038","2005.iwslt-1.7","0.225"
"2005.iwslt-1.7","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W11-2142","0.025"
"W11-2142","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W11-2145","0.025"
"W11-2145","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W12-3144","0.025"
"W12-3144","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W13-0805","0.025"
"W13-0805","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W13-2210","0.025"
"W13-2210","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W14-3313","0.025"
"W14-3313","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W15-3008","0.025"
"W15-3008","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W15-3030","0.025"
"W15-3030","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W16-2208","0.025"
"W16-2208","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","W17-3202","0.025"
"W17-3202","2005.iwslt-1.7","0.025"
"2005.iwslt-1.7","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2005.iwslt-1.7","0.025"
"2005.mtsummit-papers.30","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","2007.iwslt-1.4","0.225"
"2007.iwslt-1.4","2005.mtsummit-papers.30","0.225"
"2005.mtsummit-papers.30","2007.mtsummit-papers.22","0.558333"
"2007.mtsummit-papers.22","2005.mtsummit-papers.30","0.558333"
"2005.mtsummit-papers.30","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","C16-1292","0.025"
"C16-1292","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","E09-1040","0.025"
"E09-1040","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","E14-4009","0.025"
"E14-4009","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","N07-2006","0.683333"
"N07-2006","2005.mtsummit-papers.30","0.683333"
"2005.mtsummit-papers.30","N09-2038","0.225"
"N09-2038","2005.mtsummit-papers.30","0.225"
"2005.mtsummit-papers.30","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W11-2142","0.025"
"W11-2142","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W11-2145","0.025"
"W11-2145","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W12-3144","0.025"
"W12-3144","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W13-0805","0.025"
"W13-0805","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W13-2210","0.025"
"W13-2210","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W14-3313","0.025"
"W14-3313","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W15-3008","0.025"
"W15-3008","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W15-3030","0.025"
"W15-3030","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W16-2208","0.025"
"W16-2208","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","W17-3202","0.025"
"W17-3202","2005.mtsummit-papers.30","0.025"
"2005.mtsummit-papers.30","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2005.mtsummit-papers.30","0.025"
"2006.eamt-1.12","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2013.iwslt-evaluation.16","0.167857"
"2013.iwslt-evaluation.16","2006.eamt-1.12","0.167857"
"2006.eamt-1.12","2014.iwslt-evaluation.7","0.167857"
"2014.iwslt-evaluation.7","2006.eamt-1.12","0.167857"
"2006.eamt-1.12","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2006.eamt-1.12","0.025"
"2006.eamt-1.12","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2006.eamt-1.12","0.025"
"2006.eamt-1.12","C04-1114","0.025"
"C04-1114","2006.eamt-1.12","0.025"
"2006.eamt-1.12","C16-1292","0.167857"
"C16-1292","2006.eamt-1.12","0.167857"
"2006.eamt-1.12","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2006.eamt-1.12","0.025"
"2006.eamt-1.12","E09-1040","1.025"
"E09-1040","2006.eamt-1.12","1.025"
"2006.eamt-1.12","E14-4009","0.025"
"E14-4009","2006.eamt-1.12","0.025"
"2006.eamt-1.12","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2006.eamt-1.12","0.025"
"2006.eamt-1.12","N07-2006","1.025"
"N07-2006","2006.eamt-1.12","1.025"
"2006.eamt-1.12","N09-2038","0.025"
"N09-2038","2006.eamt-1.12","0.025"
"2006.eamt-1.12","P03-1041","0.025"
"P03-1041","2006.eamt-1.12","0.025"
"2006.eamt-1.12","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W05-0836","0.025"
"W05-0836","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W11-2142","0.025"
"W11-2142","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W11-2145","0.025"
"W11-2145","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W12-3144","0.025"
"W12-3144","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W13-0805","0.025"
"W13-0805","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W13-2210","0.025"
"W13-2210","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W14-3313","0.025"
"W14-3313","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W15-3008","0.025"
"W15-3008","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W15-3030","0.025"
"W15-3030","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W16-2208","0.025"
"W16-2208","2006.eamt-1.12","0.025"
"2006.eamt-1.12","W17-3202","0.025"
"W17-3202","2006.eamt-1.12","0.025"
"2006.eamt-1.12","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2006.eamt-1.12","0.025"
"2006.iwslt-evaluation.19","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","2007.iwslt-1.4","0.191667"
"2007.iwslt-1.4","2006.iwslt-evaluation.19","0.191667"
"2006.iwslt-evaluation.19","2007.mtsummit-papers.22","0.691667"
"2007.mtsummit-papers.22","2006.iwslt-evaluation.19","0.691667"
"2006.iwslt-evaluation.19","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","2021.mtsummit-loresmt.4","0.025"
