"1993.iwpt-1.24","W93-0109","4"
"W17-3202","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.19","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2006.iwslt-evaluation.19","0.025"
"2006.iwslt-evaluation.20","2007.iwslt-1.4","0.358333"
"2007.iwslt-1.4","2006.iwslt-evaluation.20","0.358333"
"2006.iwslt-evaluation.20","2007.iwslt-1.9","3.5048"
"2007.iwslt-1.9","2006.iwslt-evaluation.20","3.5048"
"2006.iwslt-evaluation.20","2007.mtsummit-papers.22","0.449242"
"2007.mtsummit-papers.22","2006.iwslt-evaluation.20","0.449242"
"2006.iwslt-evaluation.20","2011.iwslt-evaluation.15","0.0805556"
"2011.iwslt-evaluation.15","2006.iwslt-evaluation.20","0.0805556"
"2006.iwslt-evaluation.20","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2013.iwslt-evaluation.16","0.0805556"
"2013.iwslt-evaluation.16","2006.iwslt-evaluation.20","0.0805556"
"2006.iwslt-evaluation.20","2014.iwslt-evaluation.7","0.0805556"
"2014.iwslt-evaluation.7","2006.iwslt-evaluation.20","0.0805556"
"2006.iwslt-evaluation.20","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","C04-1114","0.025"
"C04-1114","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","C16-1292","0.025"
"C16-1292","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","E09-1040","0.025"
"E09-1040","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","E14-4009","0.025"
"E14-4009","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","N07-2006","0.358333"
"N07-2006","2006.iwslt-evaluation.20","0.358333"
"2006.iwslt-evaluation.20","N09-2038","0.025"
"N09-2038","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","P03-1041","0.025"
"P03-1041","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","W05-0836","0.171465"
"W05-0836","2006.iwslt-evaluation.20","0.171465"
"2006.iwslt-evaluation.20","W11-2142","0.0805556"
"W11-2142","2006.iwslt-evaluation.20","0.0805556"
"2006.iwslt-evaluation.20","W11-2145","0.025"
"W11-2145","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","W12-3144","0.025"
"W12-3144","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","W13-0805","0.858333"
"W13-0805","2006.iwslt-evaluation.20","0.858333"
"2006.iwslt-evaluation.20","W13-2210","0.025"
"W13-2210","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","W14-3313","0.15"
"W14-3313","2006.iwslt-evaluation.20","0.15"
"2006.iwslt-evaluation.20","W15-3008","0.205556"
"W15-3008","2006.iwslt-evaluation.20","0.205556"
"2006.iwslt-evaluation.20","W15-3030","0.0805556"
"W15-3030","2006.iwslt-evaluation.20","0.0805556"
"2006.iwslt-evaluation.20","W16-2208","0.0805556"
"W16-2208","2006.iwslt-evaluation.20","0.0805556"
"2006.iwslt-evaluation.20","W17-3202","0.025"
"W17-3202","2006.iwslt-evaluation.20","0.025"
"2006.iwslt-evaluation.20","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2006.iwslt-evaluation.20","0.025"
"2007.iwslt-1.4","2007.iwslt-1.9","0.525"
"2007.iwslt-1.9","2007.iwslt-1.4","0.525"
"2007.iwslt-1.4","2007.mtsummit-papers.22","0.725"
"2007.mtsummit-papers.22","2007.iwslt-1.4","0.725"
"2007.iwslt-1.4","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","C04-1114","0.025"
"C04-1114","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","C16-1292","0.025"
"C16-1292","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","E09-1040","0.025"
"E09-1040","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","E14-4009","0.025"
"E14-4009","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","N07-2006","1.05833"
"N07-2006","2007.iwslt-1.4","1.05833"
"2007.iwslt-1.4","N09-2038","1.39167"
"N09-2038","2007.iwslt-1.4","1.39167"
"2007.iwslt-1.4","P03-1041","0.025"
"P03-1041","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W05-0836","0.025"
"W05-0836","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W11-2142","0.025"
"W11-2142","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W11-2145","0.025"
"W11-2145","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W12-3144","0.025"
"W12-3144","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W13-0805","0.025"
"W13-0805","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W13-2210","0.025"
"W13-2210","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W14-3313","0.025"
"W14-3313","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W15-3008","0.025"
"W15-3008","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W15-3030","0.025"
"W15-3030","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W16-2208","0.025"
"W16-2208","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","W17-3202","0.025"
"W17-3202","2007.iwslt-1.4","0.025"
"2007.iwslt-1.4","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2007.iwslt-1.4","0.025"
"2007.iwslt-1.9","2007.mtsummit-papers.22","1.28258"
"2007.mtsummit-papers.22","2007.iwslt-1.9","1.28258"
"2007.iwslt-1.9","2011.iwslt-evaluation.15","0.139379"
"2011.iwslt-evaluation.15","2007.iwslt-1.9","0.139379"
"2007.iwslt-1.9","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","2013.iwslt-evaluation.16","0.139379"
"2013.iwslt-evaluation.16","2007.iwslt-1.9","0.139379"
"2007.iwslt-1.9","2014.iwslt-evaluation.7","0.639379"
"2014.iwslt-evaluation.7","2007.iwslt-1.9","0.639379"
"2007.iwslt-1.9","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","C16-1292","0.025"
"C16-1292","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","E09-1040","0.025"
"E09-1040","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","E14-4009","0.025"
"E14-4009","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","N07-2006","0.525"
"N07-2006","2007.iwslt-1.9","0.525"
"2007.iwslt-1.9","N09-2038","0.191667"
"N09-2038","2007.iwslt-1.9","0.191667"
"2007.iwslt-1.9","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","W11-2142","0.472712"
"W11-2142","2007.iwslt-1.9","0.472712"
"2007.iwslt-1.9","W11-2145","0.025"
"W11-2145","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","W12-3144","0.025"
"W12-3144","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","W13-0805","0.858333"
"W13-0805","2007.iwslt-1.9","0.858333"
"2007.iwslt-1.9","W13-2210","0.025"
"W13-2210","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","W14-3313","0.0838235"
"W14-3313","2007.iwslt-1.9","0.0838235"
"2007.iwslt-1.9","W15-3008","0.139379"
"W15-3008","2007.iwslt-1.9","0.139379"
"2007.iwslt-1.9","W15-3030","0.0805556"
"W15-3030","2007.iwslt-1.9","0.0805556"
"2007.iwslt-1.9","W16-2208","0.0805556"
"W16-2208","2007.iwslt-1.9","0.0805556"
"2007.iwslt-1.9","W17-3202","0.025"
"W17-3202","2007.iwslt-1.9","0.025"
"2007.iwslt-1.9","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2007.iwslt-1.9","0.025"
"2007.mtsummit-papers.22","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","C04-1114","0.025"
"C04-1114","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","C16-1292","0.025"
"C16-1292","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","E09-1040","0.025"
"E09-1040","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","E14-4009","0.025"
"E14-4009","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","N07-2006","1.05833"
"N07-2006","2007.mtsummit-papers.22","1.05833"
"2007.mtsummit-papers.22","N09-2038","0.391667"
"N09-2038","2007.mtsummit-papers.22","0.391667"
"2007.mtsummit-papers.22","P03-1041","0.025"
"P03-1041","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W05-0836","0.115909"
"W05-0836","2007.mtsummit-papers.22","0.115909"
"2007.mtsummit-papers.22","W11-2142","0.025"
"W11-2142","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W11-2145","0.025"
"W11-2145","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W12-3144","0.025"
"W12-3144","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W13-0805","0.025"
"W13-0805","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W13-2210","0.025"
"W13-2210","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W14-3313","0.025"
"W14-3313","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W15-3008","0.025"
"W15-3008","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W15-3030","0.025"
"W15-3030","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W16-2208","0.025"
"W16-2208","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","W17-3202","0.025"
"W17-3202","2007.mtsummit-papers.22","0.025"
"2007.mtsummit-papers.22","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2007.mtsummit-papers.22","0.025"
"2011.iwslt-evaluation.15","2012.iwslt-papers.15","0.1788"
"2012.iwslt-papers.15","2011.iwslt-evaluation.15","0.1788"
"2011.iwslt-evaluation.15","2013.iwslt-evaluation.16","1.02138"
"2013.iwslt-evaluation.16","2011.iwslt-evaluation.15","1.02138"
"2011.iwslt-evaluation.15","2014.iwslt-evaluation.7","0.924415"
"2014.iwslt-evaluation.7","2011.iwslt-evaluation.15","0.924415"
"2011.iwslt-evaluation.15","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","C04-1114","0.025"
"C04-1114","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","C16-1292","0.025"
"C16-1292","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","cho-etal-2014-corpus","0.0850358"
"cho-etal-2014-corpus","2011.iwslt-evaluation.15","0.0850358"
"2011.iwslt-evaluation.15","E09-1040","0.025"
"E09-1040","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","E14-4009","0.1788"
"E14-4009","2011.iwslt-evaluation.15","0.1788"
"2011.iwslt-evaluation.15","herrmann-etal-2014-manual","0.055303"
"herrmann-etal-2014-manual","2011.iwslt-evaluation.15","0.055303"
"2011.iwslt-evaluation.15","N07-2006","0.025"
"N07-2006","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","N09-2038","0.025"
"N09-2038","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","P03-1041","0.025"
"P03-1041","2011.iwslt-evaluation.15","0.025"
"2011.iwslt-evaluation.15","stuker-etal-2012-kit","1.025"
"stuker-etal-2012-kit","2011.iwslt-evaluation.15","1.025"
"2011.iwslt-evaluation.15","W05-0836","0.0805556"
"W05-0836","2011.iwslt-evaluation.15","0.0805556"
"2011.iwslt-evaluation.15","W11-2142","1.21092"
"W11-2142","2011.iwslt-evaluation.15","1.21092"
"2011.iwslt-evaluation.15","W11-2145","1.25102"
"W11-2145","2011.iwslt-evaluation.15","1.25102"
"2011.iwslt-evaluation.15","W12-3144","0.517689"
"W12-3144","2011.iwslt-evaluation.15","0.517689"
"2011.iwslt-evaluation.15","W13-0805","0.358081"
"W13-0805","2011.iwslt-evaluation.15","0.358081"
"2011.iwslt-evaluation.15","W13-2210","0.317689"
"W13-2210","2011.iwslt-evaluation.15","0.317689"
"2011.iwslt-evaluation.15","W14-3313","0.404291"
"W14-3313","2011.iwslt-evaluation.15","0.404291"
"2011.iwslt-evaluation.15","W15-3008","0.459846"
"W15-3008","2011.iwslt-evaluation.15","0.459846"
"2011.iwslt-evaluation.15","W15-3030","0.108333"
"W15-3030","2011.iwslt-evaluation.15","0.108333"
"2011.iwslt-evaluation.15","W16-2208","0.268117"
"W16-2208","2011.iwslt-evaluation.15","0.268117"
"2011.iwslt-evaluation.15","W17-3202","0.225"
"W17-3202","2011.iwslt-evaluation.15","0.225"
"2011.iwslt-evaluation.15","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2011.iwslt-evaluation.15","0.025"
"2012.iwslt-papers.15","2013.iwslt-evaluation.16","0.140339"
"2013.iwslt-evaluation.16","2012.iwslt-papers.15","0.140339"
"2012.iwslt-papers.15","2014.iwslt-evaluation.7","0.443369"
"2014.iwslt-evaluation.7","2012.iwslt-papers.15","0.443369"
"2012.iwslt-papers.15","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","C04-1114","0.025"
"C04-1114","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","C16-1292","0.025"
"C16-1292","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","cho-etal-2014-corpus","0.0850358"
"cho-etal-2014-corpus","2012.iwslt-papers.15","0.0850358"
"2012.iwslt-papers.15","E09-1040","0.025"
"E09-1040","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","E14-4009","0.6788"
"E14-4009","2012.iwslt-papers.15","0.6788"
"2012.iwslt-papers.15","herrmann-etal-2014-manual","0.055303"
"herrmann-etal-2014-manual","2012.iwslt-papers.15","0.055303"
"2012.iwslt-papers.15","N07-2006","0.025"
"N07-2006","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","N09-2038","0.025"
"N09-2038","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","P03-1041","0.025"
"P03-1041","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","W05-0836","0.025"
"W05-0836","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","W11-2142","0.146542"
"W11-2142","2012.iwslt-papers.15","0.146542"
"2012.iwslt-papers.15","W11-2145","0.151023"
"W11-2145","2012.iwslt-papers.15","0.151023"
"2012.iwslt-papers.15","W12-3144","0.351023"
"W12-3144","2012.iwslt-papers.15","0.351023"
"2012.iwslt-papers.15","W13-0805","0.108081"
"W13-0805","2012.iwslt-papers.15","0.108081"
"2012.iwslt-papers.15","W13-2210","0.151023"
"W13-2210","2012.iwslt-papers.15","0.151023"
"2012.iwslt-papers.15","W14-3313","0.3788"
"W14-3313","2012.iwslt-papers.15","0.3788"
"2012.iwslt-papers.15","W15-3008","0.1788"
"W15-3008","2012.iwslt-papers.15","0.1788"
"2012.iwslt-papers.15","W15-3030","0.0527778"
"W15-3030","2012.iwslt-papers.15","0.0527778"
"2012.iwslt-papers.15","W16-2208","0.112561"
"W16-2208","2012.iwslt-papers.15","0.112561"
"2012.iwslt-papers.15","W17-3202","0.025"
"W17-3202","2012.iwslt-papers.15","0.025"
"2012.iwslt-papers.15","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2012.iwslt-papers.15","0.025"
"2013.iwslt-evaluation.16","2014.iwslt-evaluation.7","6.23262"
"2014.iwslt-evaluation.7","2013.iwslt-evaluation.16","6.23262"
"2013.iwslt-evaluation.16","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","C04-1114","0.025"
"C04-1114","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","C16-1292","0.167857"
"C16-1292","2013.iwslt-evaluation.16","0.167857"
"2013.iwslt-evaluation.16","cho-etal-2014-corpus","0.0850358"
"cho-etal-2014-corpus","2013.iwslt-evaluation.16","0.0850358"
"2013.iwslt-evaluation.16","E09-1040","0.025"
"E09-1040","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","E14-4009","0.199162"
"E14-4009","2013.iwslt-evaluation.16","0.199162"
"2013.iwslt-evaluation.16","herrmann-etal-2014-manual","1.11413"
"herrmann-etal-2014-manual","2013.iwslt-evaluation.16","1.11413"
"2013.iwslt-evaluation.16","N07-2006","0.025"
"N07-2006","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","N09-2038","0.025"
"N09-2038","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","P03-1041","0.025"
"P03-1041","2013.iwslt-evaluation.16","0.025"
"2013.iwslt-evaluation.16","stuker-etal-2012-kit","0.275"
"stuker-etal-2012-kit","2013.iwslt-evaluation.16","0.275"
"2013.iwslt-evaluation.16","W05-0836","0.413889"
"W05-0836","2013.iwslt-evaluation.16","0.413889"
"2013.iwslt-evaluation.16","W11-2142","0.92246"
"W11-2142","2013.iwslt-evaluation.16","0.92246"
"2013.iwslt-evaluation.16","W11-2145","0.21018"
"W11-2145","2013.iwslt-evaluation.16","0.21018"
"2013.iwslt-evaluation.16","W12-3144","0.46627"
"W12-3144","2013.iwslt-evaluation.16","0.46627"
"2013.iwslt-evaluation.16","W13-0805","0.601671"
"W13-0805","2013.iwslt-evaluation.16","0.601671"
"2013.iwslt-evaluation.16","W13-2210","0.716003"
"W13-2210","2013.iwslt-evaluation.16","0.716003"
"2013.iwslt-evaluation.16","W14-3313","1.06018"
"W14-3313","2013.iwslt-evaluation.16","1.06018"
"2013.iwslt-evaluation.16","W15-3008","1.15859"
"W15-3008","2013.iwslt-evaluation.16","1.15859"
"2013.iwslt-evaluation.16","W15-3030","0.834524"
"W15-3030","2013.iwslt-evaluation.16","0.834524"
"2013.iwslt-evaluation.16","W16-2208","0.760706"
"W16-2208","2013.iwslt-evaluation.16","0.760706"
"2013.iwslt-evaluation.16","W17-3202","0.225"
"W17-3202","2013.iwslt-evaluation.16","0.225"
"2013.iwslt-evaluation.16","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2013.iwslt-evaluation.16","0.025"
"2014.iwslt-evaluation.7","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","C04-1114","0.025"
"C04-1114","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","C16-1292","0.167857"
"C16-1292","2014.iwslt-evaluation.7","0.167857"
"2014.iwslt-evaluation.7","cho-etal-2014-corpus","0.0850358"
"cho-etal-2014-corpus","2014.iwslt-evaluation.7","0.0850358"
"2014.iwslt-evaluation.7","E09-1040","0.025"
"E09-1040","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","E14-4009","0.368859"
"E14-4009","2014.iwslt-evaluation.7","0.368859"
"2014.iwslt-evaluation.7","herrmann-etal-2014-manual","0.0838235"
"herrmann-etal-2014-manual","2014.iwslt-evaluation.7","0.0838235"
"2014.iwslt-evaluation.7","N07-2006","0.025"
"N07-2006","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","N09-2038","0.025"
"N09-2038","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","P03-1041","0.025"
"P03-1041","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","W05-0836","0.0805556"
"W05-0836","2014.iwslt-evaluation.7","0.0805556"
"2014.iwslt-evaluation.7","W11-2142","1.14216"
"W11-2142","2014.iwslt-evaluation.7","1.14216"
"2014.iwslt-evaluation.7","W11-2145","0.132258"
"W11-2145","2014.iwslt-evaluation.7","0.132258"
"2014.iwslt-evaluation.7","W12-3144","0.321681"
"W12-3144","2014.iwslt-evaluation.7","0.321681"
"2014.iwslt-evaluation.7","W13-0805","0.821368"
"W13-0805","2014.iwslt-evaluation.7","0.821368"
"2014.iwslt-evaluation.7","W13-2210","0.571414"
"W13-2210","2014.iwslt-evaluation.7","0.571414"
"2014.iwslt-evaluation.7","W14-3313","0.741348"
"W14-3313","2014.iwslt-evaluation.7","0.741348"
"2014.iwslt-evaluation.7","W15-3008","0.696904"
"W15-3008","2014.iwslt-evaluation.7","0.696904"
"2014.iwslt-evaluation.7","W15-3030","0.691667"
"W15-3030","2014.iwslt-evaluation.7","0.691667"
"2014.iwslt-evaluation.7","W16-2208","0.587546"
"W16-2208","2014.iwslt-evaluation.7","0.587546"
"2014.iwslt-evaluation.7","W17-3202","0.225"
"W17-3202","2014.iwslt-evaluation.7","0.225"
"2014.iwslt-evaluation.7","zhang-etal-2004-interpreting","0.025"
"zhang-etal-2004-interpreting","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-papers.7","2021.mtsummit-loresmt.4","0.025"
"2021.mtsummit-loresmt.4","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","C04-1114","0.025"
"C04-1114","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","C16-1292","0.025"
"C16-1292","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","cho-etal-2014-corpus","0.025"
"cho-etal-2014-corpus","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","E09-1040","0.025"
"E09-1040","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","E14-4009","0.025"
"E14-4009","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","herrmann-etal-2014-manual","0.025"
"herrmann-etal-2014-manual","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","N07-2006","0.025"
"N07-2006","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","N09-2038","0.025"
"N09-2038","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","P03-1041","0.025"
"P03-1041","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","stuker-etal-2012-kit","0.025"
"stuker-etal-2012-kit","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W05-0836","0.025"
"W05-0836","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W11-2142","0.025"
"W11-2142","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W11-2145","0.025"
"W11-2145","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W12-3144","0.025"
"W12-3144","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W13-0805","0.025"
"W13-0805","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W13-2210","0.025"
"W13-2210","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W14-3313","0.025"
"W14-3313","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W15-3008","0.025"
"W15-3008","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W15-3030","0.025"
"W15-3030","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W16-2208","0.025"
"W16-2208","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","W17-3202","0.025"
"W17-3202","2014.iwslt-papers.7","0.025"
"2014.iwslt-papers.7","zhang-etal-2004-interpreting","0.025"
